kabupaten/kota,kecamatan,sekolah,rombel,sekolah_id,npsn,bentuk_pendidikan,status_sekolah,akreditasi,guru_kelas,guru_matematika,guru_bahasa_indonesia,guru_bahasa_inggris,guru_sejarah_indonesia,guru_pkn,guru_penjaskes,guru_agama_budi_pekerti,guru_seni_budaya,ptk_laki,ptk_perempuan,pegawai_laki,pegawai_perempuan,pd_kelas_1_laki,pd_kelas_1_perempuan,pd_kelas_2_laki,pd_kelas_2_perempuan,pd_kelas_3_laki,pd_kelas_3_perempuan,pd_kelas_4_laki,pd_kelas_4_perempuan,pd_kelas_5_laki,pd_kelas_5_perempuan,pd_kelas_6_laki,pd_kelas_6_perempuan,pd_kelas_7_laki,pd_kelas_7_perempuan,pd_kelas_8_laki,pd_kelas_8_perempuan,pd_kelas_9_laki,pd_kelas_9_perempuan,pd_kelas_10_laki,pd_kelas_10_perempuan,pd_kelas_11_laki,pd_kelas_11_perempuan,pd_kelas_12_laki,pd_kelas_12_perempuan,pd_kelas_13_laki,pd_kelas_13_perempuan,jumlah_kirim,ptk,pegawai,pd,pd_laki,pd_perempuan,before_ruang_kelas,after_ruang_kelas,before_ruang_perpus,after_ruang_perpus,before_ruang_lab,after_ruang_lab,before_ruang_praktik,after_ruang_praktik,before_ruang_pimpinan,after_ruang_pimpinan,before_ruang_guru,after_ruang_guru,before_ruang_ibadah,after_ruang_ibadah,before_ruang_uks,after_ruang_uks,before_toilet,after_toilet,before_gudang,after_gudang,before_ruang_sirkulasi,after_ruang_sirkulasi,before_tempat_bermain_olahraga,after_tempat_bermain_olahraga,before_ruang_tu,after_ruang_tu,before_ruang_konseling,after_ruang_konseling,before_ruang_osis,after_ruang_osis,before_bangunan,after_bangunan,identitas_valid,ptk_valid,pd_valid,prasarana_valid,total_valid,semester_id,sumber_air,sumber_air_minum,kecukupan_air_bersih,jamban_kk,tipe_jamban,jml_hari_cuci_tangan,jml_wastafel,jml_wastafel_rusak,air_mengalir_wastafel,memiliki_drainase,menguras_tangki_septik
Kota Madiun,Kec. Taman,SLB Siti Hajar,12,,20534200,SLB,Negeri,,1,3,3,0,0,0,1,0,0,0,3,1,1,0,0,1,0,1,0,0,0,1,1,4,1,0,0,0,3,0,0,0,0,2,2,0,1,0,0,9,3,2,19,11,8,5,5,1,1,1,1,0,0,0,0,1,1,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,,,,,,,,,,,,,,,,,
Kota Madiun,Kec. Taman,SLB SIWI MULIA,23,009DE0E1-9CFE-E111-B0A4-5B828115464A,20534200,SLB,Negeri,B,3,0,0,0,0,0,0,0,0,0,5,1,1,2,0,4,0,0,0,0,1,1,0,1,0,4,0,1,1,3,0,1,2,5,2,2,2,0,0,8,5,2,32,24,8,6,6,0,0,1,1,0,0,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Malang,Kec. Blimbing,SDLB SUMBER DHARMA,7,80AB437E-8D18-E111-BE2C-518EA016EA0C,20534066,SLB,Swasta,B,6,0,0,0,0,0,0,0,0,1,5,1,0,2,2,2,1,2,1,6,3,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,1,25,16,9,7,7,1,1,0,0,0,0,1,1,1,1,1,1,1,1,3,3,0,0,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Malang,Kec. Blimbing,SLB SATHITEN,7,891DBC27-F22F-47EF-9DF3-DE7B5FE35A31,20534066,SLB,Swasta,B,2,0,0,1,0,0,1,0,0,1,5,1,2,5,1,2,2,0,0,3,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,2,0,0,0,5,6,3,34,26,8,6,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Malang,Kec. Blimbing,SLB YPAC KOTA MALANG,13,E8A3AFF5-86F8-4C4A-8041-08AA319EC595,20534066,SLB,Swasta,A,12,0,0,0,0,0,0,0,0,2,9,1,1,3,1,2,2,4,0,2,0,1,0,2,1,4,0,5,0,2,1,2,1,0,2,3,1,0,0,10,11,2,44,33,11,13,13,1,1,1,1,0,0,1,1,1,1,1,1,1,1,3,3,0,0,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Malang,Kec. Blimbing,SLBS BCG IDAYU,11,6063917C-8D18-E111-991C-F3C172E669F9,20534066,SLB,Swasta,B,6,0,0,0,0,0,0,0,0,3,3,0,1,0,0,1,0,1,1,3,0,0,3,3,1,3,1,3,0,2,0,0,1,0,1,1,1,0,0,6,6,1,26,17,9,6,6,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Malang,Kec. Blimbing,SMALB BCG SUMBER DHARMA,0,5AE18E09-60E6-4FC7-9EF3-ADE8FF7D79F3,20534066,SLB,Swasta,C,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Malang,Kec. Blimbing,SMP LB SUMBER DHARMA,3,90F6447E-8D18-E111-BB93-3585C044F4D0,20534066,SLB,Swasta,B,3,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,4,1,0,0,0,0,0,0,0,0,11,3,1,12,10,2,3,3,1,1,1,1,0,0,1,1,1,1,1,1,1,1,3,3,2,2,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Malang,Kec. Kedungkandang,"SLB A,B,D NEGERI KEDUNGKANDANG KOTA MALANG",32,C049447E-8D18-E111-AB8F-5D7EDB0C234A,20540209,SLB,Negeri,B,28,0,0,0,0,0,0,0,0,2,26,3,1,3,1,5,8,5,2,3,2,1,2,2,3,7,3,5,3,1,3,5,8,3,6,4,1,0,0,10,28,4,86,44,42,6,6,0,0,1,1,0,0,1,1,1,1,0,0,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,
Kota Malang,Kec. Kedungkandang,SLB C AUTIS NEGERI KEDUNGKANDANG KOTA MALANG,21,80C6A47A-8D18-E111-9C6D-CFE4FE6189CE,20540209,SLB,Negeri,A,20,0,0,0,0,0,0,0,0,6,14,0,2,8,2,8,3,8,2,9,2,10,3,8,2,9,6,14,7,13,2,13,3,8,6,6,6,0,0,10,20,2,158,114,44,24,24,0,0,0,0,1,1,1,1,1,1,1,1,1,1,5,5,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Malang,Kec. Kedungkandang,SLB YAYASAN PUTRA PANCASILA,13,FAC94FF9-D4C5-401B-BFBF-6650DBADC9E0,20540209,SLB,Negeri,B,12,0,0,0,0,9,1,9,2,3,8,1,0,5,1,7,2,8,3,5,5,7,3,3,3,4,3,4,2,4,4,0,0,1,1,1,0,0,0,6,11,1,79,52,27,13,13,1,1,0,0,0,0,1,1,1,1,0,0,1,1,6,6,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Malang,Kec. Klojen,SLB-B YPTB MALANG,14,202D477E-8D18-E111-AF09-3150E5EFD560,20533744,SLB,Swasta,B,10,0,0,0,0,0,0,1,0,2,8,3,1,2,1,1,3,1,4,2,3,1,3,8,5,4,2,4,4,2,1,3,3,6,5,3,6,0,0,2,10,4,79,38,41,14,15,1,1,1,1,0,0,1,1,2,2,1,1,0,0,2,2,1,1,0,0,2,2,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Malang,Kec. Lowokwaru,SLB AUTIS LABORATORIUM UM MALANG,18,879271AC-B64A-469A-8272-22F37122D97F,69969638,SLB,Swasta,A,11,0,0,0,0,0,2,0,0,4,10,3,1,4,2,6,1,6,1,7,0,5,1,2,0,1,0,2,0,1,0,6,0,1,0,2,0,0,0,5,14,4,48,43,5,9,9,1,1,1,1,0,0,1,1,1,1,1,1,1,1,4,4,2,2,1,1,0,0,1,1,1,1,0,0,2,2,,,,,,,,,,,,,,,,,
Kota Malang,Kec. Lowokwaru,SLB AUTISME RIVER KIDS,27,2093477E-8D18-E111-8DF9-93C5CA4FAE7D,69969638,SLB,Swasta,B,16,0,0,0,0,0,0,3,0,3,17,0,1,6,2,15,3,8,0,7,2,2,2,3,2,5,5,5,1,1,1,3,1,4,0,3,1,0,0,10,20,1,92,70,22,18,23,1,1,1,0,0,0,2,1,1,0,0,0,0,0,6,6,2,2,0,0,0,0,0,1,0,0,0,0,5,5,,,,,,,,,,,,,,,,,
Kota Malang,Kec. Lowokwaru,SLB PUTRA JAYA MALANG,14,B055487E-8D18-E111-A334-E944CCFDCD50,69969638,SLB,Swasta,B,13,0,0,0,0,0,0,0,0,3,10,0,2,0,1,2,1,4,0,3,0,4,1,4,5,2,3,2,3,2,0,1,0,2,1,4,4,0,0,10,13,2,49,30,19,20,20,1,1,1,1,0,0,0,0,1,1,1,1,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Malang,Kec. Sukun,SLB BHAKTI LUHUR,47,E041487E-8D18-E111-BB22-8B4092BA62F9,20533713,SLB,Swasta,A,44,0,0,0,0,0,0,0,0,5,39,0,1,17,7,19,7,20,10,18,8,11,10,16,6,22,8,18,8,14,7,9,14,25,21,9,9,0,0,31,44,1,313,198,115,35,35,1,1,1,1,4,4,1,1,1,1,1,1,1,1,9,9,3,3,4,4,2,2,1,1,1,1,1,1,3,3,,,,,,,,,,,,,,,,,
Kota Mojokerto,Kec. Magersari,SLB AISYIYAH 08,12,E0134B7E-8D18-E111-846C-871E0AD0E301,69786501,SLB,Swasta,B,8,0,0,0,0,0,0,0,0,0,8,0,1,1,2,2,0,3,1,1,1,2,1,1,1,0,1,2,0,0,1,1,2,1,4,3,1,0,0,3,8,1,32,17,15,12,12,1,1,0,0,0,0,1,1,1,1,0,0,1,1,3,3,1,1,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Mojokerto,Kec. Magersari,SLBS AUTIS MUTIARA HATI,13,02CA5CFF-64B4-4804-885F-7ADA5C1C42AE,69786501,SLB,Swasta,B,11,0,0,0,0,0,1,1,0,3,8,0,1,1,4,5,1,2,1,5,2,5,2,2,1,1,1,4,0,4,1,7,2,4,4,1,0,0,0,13,11,1,65,45,20,12,12,1,1,0,0,0,0,1,1,1,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Mojokerto,Kec. Prajurit Kulon,SLB THUMB KIDS SCHOOL,11,0B9FE33B-CE1F-4FC7-BD0D-5DE2B15C3B00,69902855,SLB,Swasta,C,0,1,0,1,0,0,0,2,0,1,3,1,1,2,2,5,0,5,2,3,2,3,3,2,1,1,0,1,4,2,1,0,1,0,1,0,0,0,0,7,4,2,41,24,17,4,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Mojokerto,Kec. Prajurit Kulon,SLB-ACD PERTIWI,11,,69902855,SLB,Swasta,,6,1,0,0,0,0,0,0,0,3,5,1,2,0,0,5,3,3,2,1,4,4,1,2,2,5,0,4,3,5,3,1,2,0,0,2,1,0,0,5,8,3,53,32,21,8,8,1,1,0,0,0,0,1,1,1,1,1,1,1,1,8,8,3,3,0,0,0,0,2,2,0,0,0,0,3,3,,,,,,,,,,,,,,,,,
Kota Mojokerto,Kec. Prajurit Kulon,SLB-B PERTIWI,14,306318A9-9CFE-E111-9215-D1E7CDBB3D6E,69902855,SLB,Swasta,B,12,0,1,0,0,0,0,0,0,3,11,0,1,2,1,2,1,0,1,1,2,3,1,3,4,1,2,1,3,3,4,1,3,1,3,2,1,0,0,21,14,1,51,21,30,14,14,1,1,0,0,0,0,1,1,1,1,1,1,1,1,4,4,1,1,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Pasuruan,Kec. Purworejo,SLB ARYA SATYA HATI,13,801F447E-8D18-E111-97FD-6F53D1F9C432,69852238,SLB,Negeri,A,11,0,0,0,0,0,0,0,0,4,8,3,1,3,1,4,0,2,2,1,1,5,1,6,2,3,0,6,2,6,4,2,1,1,1,1,1,0,0,9,12,4,60,43,17,13,13,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,
Kota Pasuruan,Kec. Purworejo,SLB NEGERI 1 KOTA PASURUAN,33,F2DD03A6-7814-463F-A8D6-F6A1FD47BCD1,69852238,SLB,Negeri,A,14,0,0,0,0,0,1,0,0,2,22,8,1,13,12,16,11,15,6,13,6,9,8,9,6,19,3,10,3,8,5,2,1,2,1,0,0,0,0,42,24,9,197,129,68,27,27,1,1,0,0,0,0,2,2,3,3,1,1,1,1,11,11,2,2,0,0,1,1,2,2,0,0,0,0,4,4,,,,,,,,,,,,,,,,,
Kota Pasuruan,Kec. Purworejo,SLB NEGERI 2 KOTA PASURUAN,24,6062C8EB-59B0-E111-A292-69E4861B126C,69852238,SLB,Negeri,A,14,0,0,1,0,0,2,4,0,5,15,8,4,7,7,10,1,2,3,2,0,2,1,5,5,12,3,4,5,8,3,12,4,7,3,10,6,0,0,22,20,12,129,88,41,18,18,3,3,1,1,0,0,1,1,3,3,2,2,2,2,17,17,1,1,0,0,0,0,2,2,1,1,0,0,11,11,,,,,,,,,,,,,,,,,
Kota Probolinggo,Kec. Kademangan,SLB SINAR HARAPAN 2,10,60AD4C7E-8D18-E111-A67E-659A94A93E6D,20536264,SLB,Swasta,A,9,0,0,1,0,0,1,0,0,3,6,2,1,5,2,0,2,0,0,5,4,0,0,4,0,0,0,1,2,4,1,3,0,4,0,2,1,0,0,5,9,3,40,28,12,7,7,1,1,1,1,0,0,1,1,1,1,1,1,1,1,6,6,1,1,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Probolinggo,Kec. Mayangan,SLB SINAR HARAPAN 1,0,50984C7E-8D18-E111-AD0B-27FA933CCB5F,20536322,SLB,Swasta,B,0,0,0,0,0,0,0,0,0,6,14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,19,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Probolinggo,Kec. Mayangan,SLB SINAR HARAPAN 3,10,52AF4319-6CD9-4248-AF49-D38504F66668,20536322,SLB,Swasta,A,5,0,0,0,0,0,0,0,0,2,3,3,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,4,7,2,7,7,0,0,2,5,4,34,17,17,6,6,1,1,0,0,0,0,1,1,1,1,1,1,1,1,4,4,1,1,0,0,0,0,0,0,1,1,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Probolinggo,Kec. Wonoasih,SLB PGRI WONOASIH,15,006D4C7E-8D18-E111-BEAC-090C44904805,20536335,SLB,Swasta,A,4,0,0,1,0,1,0,0,0,0,6,2,2,6,1,1,2,4,0,5,0,5,4,0,0,2,1,2,3,0,0,2,1,4,4,1,0,0,0,5,6,4,48,32,16,6,6,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Benowo,SLB B-C SANTI MULIA,10,C04F4A7E-8D18-E111-A379-6B9A7DD63A18,20532415,SLB,Swasta,B,5,0,0,0,0,0,0,0,0,1,3,0,1,3,3,0,2,2,2,4,0,0,0,0,0,5,3,1,0,0,2,0,2,3,1,4,1,0,0,4,4,1,38,22,16,12,12,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Benowo,SLB TUNAS MULYA,16,50944B7E-8D18-E111-934D-71E22C0A0561,20532415,SLB,Swasta,B,8,0,3,1,0,0,0,1,0,0,7,1,0,1,0,4,2,3,0,0,2,0,1,0,1,1,1,1,1,4,2,1,0,4,0,0,2,0,0,4,7,1,32,20,12,16,16,0,0,0,0,0,0,3,3,1,1,3,3,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Bubutan,SLB PURNA YUDA BHAKTI,10,20324C7E-8D18-E111-B3F0-F9A4C5BDE646,20532431,SLB,Swasta,B,7,1,1,5,0,4,5,6,1,0,9,1,1,4,1,3,1,2,2,4,2,0,0,0,2,0,0,3,1,5,1,2,2,4,2,0,2,0,0,6,9,2,43,27,16,10,10,0,1,0,0,1,1,1,1,1,1,1,1,0,0,2,2,1,1,1,1,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Bulak,SLB B-C OPTIMAL,14,60A14A7E-8D18-E111-877A-591DEE49958B,20532413,SLB,Swasta,B,12,0,0,0,0,0,0,1,0,3,11,0,0,10,2,2,1,4,4,6,2,4,0,4,3,8,3,3,3,10,3,6,3,2,3,7,3,0,0,6,14,0,96,66,30,13,14,1,1,1,1,0,0,1,1,1,1,0,0,1,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Dukuh Pakis,SLB HAPPY ANGELA CENTER,11,,69880479,SLB,Swasta,,6,0,0,0,0,0,0,0,0,1,4,0,1,1,0,1,0,2,0,3,4,5,1,2,0,1,0,3,2,2,0,1,2,0,1,0,0,0,0,8,5,1,31,21,10,7,7,1,1,0,0,1,1,1,1,1,1,1,1,1,1,4,4,1,1,0,0,0,0,1,1,1,1,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Gayungan,SLB SISWA BUDHI,9,E0F64B7E-8D18-E111-9594-F7185639EBFE,20532420,SLB,Swasta,B,9,0,0,0,0,0,0,0,0,0,10,1,0,2,3,3,0,3,2,4,1,7,5,4,1,3,6,2,2,2,3,0,0,0,0,0,0,0,0,19,10,1,53,30,23,12,12,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Gayungan,SMALB SISWA BUDHI,3,6E0997A3-D1A5-4808-9C44-7B5D78248E09,20532420,SLB,Swasta,B,3,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,3,4,2,0,0,11,5,0,23,14,9,3,3,1,1,1,1,0,0,1,1,1,1,1,1,1,1,4,4,1,1,0,0,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Gubeng,SDLB-C AKW KUMARA II,7,D023EAF7-39B2-E211-A51E-6F084E7E0D39,20532833,SLB,Swasta,B,7,0,0,0,0,0,0,0,0,0,7,0,0,2,3,7,1,1,4,3,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,26,13,13,11,11,1,1,0,0,0,0,1,1,1,1,1,1,1,1,4,4,1,1,0,0,1,1,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Gubeng,SLB AGCA CENTER,13,2041E9F7-39B2-E211-8254-856F42A1BF83,20532833,SLB,Swasta,A,13,0,0,2,0,1,0,0,0,0,12,0,1,2,2,1,1,2,1,3,0,1,1,0,1,3,1,2,3,3,2,3,1,3,0,1,0,0,0,5,12,1,37,24,13,15,15,1,1,1,1,0,0,1,1,1,1,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Gubeng,SLB BHAKTI WIYATA,10,C05CE48F-B8B7-E211-82E0-6908F5998857,20532833,SLB,Swasta,B,10,0,0,0,0,1,0,0,0,2,8,0,1,3,0,1,1,4,1,0,1,3,0,4,0,0,0,0,0,4,0,3,1,2,0,0,0,0,0,20,10,1,28,24,4,21,21,1,1,0,0,0,0,1,1,1,1,0,0,1,1,4,4,1,1,0,0,0,0,1,1,1,1,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Gubeng,SLB HARAPAN BUNDA,7,B0DDEAF7-39B2-E211-B0CA-47B8C8C39117,20532833,SLB,Swasta,B,4,0,1,0,0,0,2,4,1,2,2,1,0,2,0,4,0,2,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,15,14,1,15,15,1,1,0,0,1,1,1,1,1,1,1,1,1,1,4,4,1,1,0,0,2,2,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Gubeng,SMALB-C AKW KUMARA II SURABAYA,4,830A639C-6F60-4630-B610-C9BBF6C147F6,20532833,SLB,Swasta,B,3,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,4,4,0,0,7,6,1,17,11,6,7,7,1,1,2,2,0,0,1,1,1,1,1,1,1,1,4,4,1,1,0,0,1,1,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Gubeng,SMPLB C AKW KUMARA 2,5,,20532833,SLB,Swasta,,5,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,8,4,0,0,0,0,0,0,0,0,4,5,0,18,13,5,7,7,1,1,1,1,0,0,1,1,1,1,1,1,1,1,4,4,1,1,0,0,1,1,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Jambangan,SLB PUTRA MANDIRI,12,B0FF487E-8D18-E111-9D40-A9B85110A7AA,20532432,SLB,Swasta,B,5,5,5,0,0,4,1,0,2,1,6,0,1,6,1,6,4,3,4,5,4,2,1,1,0,9,3,2,1,5,2,4,3,5,2,6,3,0,0,10,7,1,82,54,28,7,7,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Karang Pilang,SLB FAJAR HARAPAN,10,E086497E-8D18-E111-AE59-6B6B6FC3C8E2,20532446,SLB,Swasta,B,9,0,0,0,0,0,7,7,0,2,6,0,1,2,1,3,1,3,0,0,1,0,0,2,1,3,1,1,3,0,0,5,0,2,1,4,0,0,0,8,8,1,34,25,9,14,14,1,1,1,1,0,0,1,1,1,1,1,1,0,0,2,2,1,1,1,1,0,0,1,1,0,0,0,0,1,4,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Karang Pilang,SLB WIDYA TAMA,12,80A6497E-8D18-E111-8B26-497CAFAD67FC,20532446,SLB,Swasta,B,9,3,3,0,0,2,0,2,0,1,7,0,2,2,0,4,1,5,1,2,1,2,0,4,0,2,0,1,1,2,2,4,0,1,1,1,0,0,0,5,8,2,37,30,7,11,11,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Kenjeran,SLB AYODYA TULADA,12,70AA467E-8D18-E111-A6D0-0D396833B244,20532414,SLB,Swasta,B,8,4,4,0,0,0,0,0,0,2,6,0,1,5,4,4,1,3,4,2,1,3,2,0,1,3,2,0,1,2,3,0,2,3,0,1,0,0,0,17,8,1,47,26,21,6,6,1,1,0,0,0,0,1,1,1,1,0,0,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Lakarsantri,SLB TUNAS KASIH,11,6074953A-9AFE-E111-8718-596272C58670,20574846,SLB,Swasta,B,6,0,0,0,0,0,0,0,0,2,3,0,1,4,1,2,1,5,2,4,1,0,0,5,2,4,4,1,0,1,3,2,2,1,1,0,3,0,0,7,5,1,49,29,20,7,7,0,0,0,0,0,0,1,1,1,1,0,0,1,1,3,3,0,0,0,0,0,0,0,0,1,1,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Mulyorejo,SLB ADITAMA SURABAYA,12,80D5457E-8D18-E111-83A3-71B44A545E3D,20532443,SLB,Swasta,B,7,0,0,0,0,0,0,0,0,0,6,0,2,1,1,1,0,2,0,1,0,0,1,1,2,1,1,6,1,1,2,0,1,1,2,4,0,0,0,7,6,2,30,19,11,6,6,1,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Mulyorejo,SLB GRAHITA SARI DHARMA WANITA,11,0058993A-9AFE-E111-B80E-13FF61B32DC7,20532443,SLB,Swasta,B,7,0,0,0,0,0,0,0,0,2,3,0,1,2,0,0,0,0,2,1,1,3,1,1,1,1,0,1,0,1,0,1,0,1,1,3,2,0,0,11,5,1,23,15,8,5,5,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Pakal,SLB KARUNIA 99,11,30EF427E-8D18-E111-A78C-832D16550CB0,20532449,SLB,Swasta,B,5,2,0,0,0,0,1,0,1,0,5,0,1,3,2,1,1,1,1,2,1,0,2,6,1,2,0,1,1,2,0,3,2,1,0,0,0,0,0,2,5,1,33,22,11,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,1,1,1,1,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Rungkut,SLB AMONG ASIH,12,C0D7497E-8D18-E111-8861-8B5B9DD31E70,20532419,SLB,Swasta,C,8,3,1,0,0,0,1,1,0,2,7,0,1,0,1,1,0,3,0,0,1,0,0,2,2,3,0,3,3,1,3,4,1,3,2,0,0,0,0,6,9,1,33,20,13,5,5,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Rungkut,SLB AUTIS MUTIARA HATI,12,80594C7E-8D18-E111-8080-0B34D7F6828B,20532419,SLB,Swasta,B,8,0,0,0,0,0,0,0,0,1,6,1,0,7,4,9,0,5,2,5,2,8,0,5,0,1,2,2,2,3,1,1,2,2,0,2,0,0,0,6,7,1,65,50,15,12,12,1,1,0,0,0,0,1,1,1,1,1,1,1,1,4,4,1,1,0,0,0,0,1,1,1,1,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Simokerto,SLB KARYA BHAKTI,12,E054497E-8D18-E111-B925-95652D9F4F04,20532441,SLB,Swasta,B,10,0,0,0,0,0,1,0,0,3,6,1,0,2,3,3,2,6,2,8,4,5,0,3,4,2,1,1,2,1,1,4,1,2,2,3,0,0,0,4,9,1,62,40,22,8,8,1,1,0,0,0,0,1,1,1,1,1,1,1,1,4,4,0,0,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
