kabupaten/kota,kecamatan,sekolah,rombel,sekolah_id,npsn,bentuk_pendidikan,status_sekolah,akreditasi,guru_kelas,guru_matematika,guru_bahasa_indonesia,guru_bahasa_inggris,guru_sejarah_indonesia,guru_pkn,guru_penjaskes,guru_agama_budi_pekerti,guru_seni_budaya,ptk_laki,ptk_perempuan,pegawai_laki,pegawai_perempuan,pd_kelas_1_laki,pd_kelas_1_perempuan,pd_kelas_2_laki,pd_kelas_2_perempuan,pd_kelas_3_laki,pd_kelas_3_perempuan,pd_kelas_4_laki,pd_kelas_4_perempuan,pd_kelas_5_laki,pd_kelas_5_perempuan,pd_kelas_6_laki,pd_kelas_6_perempuan,pd_kelas_7_laki,pd_kelas_7_perempuan,pd_kelas_8_laki,pd_kelas_8_perempuan,pd_kelas_9_laki,pd_kelas_9_perempuan,pd_kelas_10_laki,pd_kelas_10_perempuan,pd_kelas_11_laki,pd_kelas_11_perempuan,pd_kelas_12_laki,pd_kelas_12_perempuan,pd_kelas_13_laki,pd_kelas_13_perempuan,jumlah_kirim,ptk,pegawai,pd,pd_laki,pd_perempuan,before_ruang_kelas,after_ruang_kelas,before_ruang_perpus,after_ruang_perpus,before_ruang_lab,after_ruang_lab,before_ruang_praktik,after_ruang_praktik,before_ruang_pimpinan,after_ruang_pimpinan,before_ruang_guru,after_ruang_guru,before_ruang_ibadah,after_ruang_ibadah,before_ruang_uks,after_ruang_uks,before_toilet,after_toilet,before_gudang,after_gudang,before_ruang_sirkulasi,after_ruang_sirkulasi,before_tempat_bermain_olahraga,after_tempat_bermain_olahraga,before_ruang_tu,after_ruang_tu,before_ruang_konseling,after_ruang_konseling,before_ruang_osis,after_ruang_osis,before_bangunan,after_bangunan,identitas_valid,ptk_valid,pd_valid,prasarana_valid,total_valid,semester_id,sumber_air,sumber_air_minum,kecukupan_air_bersih,jamban_kk,tipe_jamban,jml_hari_cuci_tangan,jml_wastafel,jml_wastafel_rusak,air_mengalir_wastafel,memiliki_drainase,menguras_tangki_septik
Kab. Pamekasan,Kec. Pademawu,SLB PGRI PADEMAWU,26,9047CF91-582D-E211-AC55-4539CECFDFAC,20584067,SLB,Swasta,B,9,0,2,0,0,0,0,0,0,2,6,1,1,1,0,1,1,3,2,2,0,2,2,2,0,3,1,3,0,1,1,4,1,3,2,1,0,0,0,9,8,2,37,27,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Pamekasan,Kec. Pamekasan,SLB ASIH MULYA,17,8B2F47EC-9B0D-45EE-B561-AC27F143989A,20526743,SLB,Negeri,B,4,4,4,4,0,5,4,4,0,0,4,1,0,0,0,0,2,1,1,0,3,0,4,1,1,0,0,2,0,2,1,0,3,2,1,2,1,0,0,10,4,1,27,10,17,8,8,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,4,4,,,,,,,,,,,,,,,,,
Kab. Pamekasan,Kec. Pamekasan,SLB NEGERI BUGIH PAMEKASAN,25,509D0D7B-8D18-E111-B4CF-8565B61EEC02,20526743,SLB,Negeri,B,13,1,0,0,0,0,0,1,0,1,14,3,3,0,0,2,1,2,2,4,8,3,1,2,2,3,0,2,3,9,1,3,5,2,1,5,1,0,0,2,15,6,62,37,25,7,7,0,0,0,0,0,0,1,1,1,1,1,1,1,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,7,7,,,,,,,,,,,,,,,,,
Kab. Pamekasan,Kec. Tlanakan,SLB API ALAM,18,80E3B559-94FE-E111-AA56-C57E84F970F3,20575199,SLB,Swasta,B,6,1,1,1,0,0,0,0,0,3,7,1,2,12,6,2,1,3,1,4,2,3,2,6,0,1,7,1,1,2,1,2,1,1,4,1,0,0,0,9,10,3,64,38,26,5,5,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Pamekasan,Kec. Tlanakan,SLB PGRI TLANAKAN,19,B72916E4-5ABE-44CB-AF61-DAEBC8F39078,20575199,SLB,Swasta,C,1,0,1,1,0,1,0,1,0,2,4,0,0,3,1,3,2,5,1,2,0,5,1,1,2,2,1,2,3,3,0,1,1,0,2,1,1,0,0,2,6,0,44,28,16,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,
Kab. Pasuruan,Kec. Bangil,SLB BC NUSANTARA BANGIL,9,A0FA69BB-8C18-E111-9B0F-53C3A59DA86A,20548746,SLB,Swasta,B,5,0,0,0,0,0,0,0,0,2,3,0,1,1,0,1,0,1,0,0,0,1,1,3,5,1,2,1,1,0,0,1,2,1,0,0,0,0,0,2,5,1,22,11,11,5,5,1,1,0,0,0,0,1,1,1,1,1,1,0,0,2,2,1,1,0,0,0,0,0,0,1,1,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Pasuruan,Kec. Beji,SLB BHINEKA,12,90B3A6F4-12E0-E111-9EB8-0BEC3224AA5B,20519475,SLB,Swasta,B,8,0,0,0,0,0,0,1,0,1,6,0,1,2,1,10,2,12,3,7,5,4,6,5,1,8,3,2,1,2,0,0,0,3,0,3,0,0,0,3,7,1,82,59,23,14,14,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,2,1,1,0,0,0,0,1,1,0,0,0,0,3,3,,,,,,,,,,,,,,,,,
Kab. Pasuruan,Kec. Gempol,SLB BUNGA MELATI,6,703E35A5-A89D-E211-89EE-A99CAB733E83,20548747,SLB,Swasta,C,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,4,3,0,1,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,3,0,16,7,9,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Pasuruan,Kec. Pandaan,SLBN PANDAAN,24,000F02B7-8C18-E111-8B21-13C4DFDA0730,20574652,SLB,Negeri,A,24,0,0,0,0,0,1,1,0,8,18,3,2,22,7,19,3,14,3,10,8,10,6,11,4,19,5,14,5,12,6,9,5,6,7,6,10,0,0,10,26,5,245,169,76,34,34,1,1,1,1,0,0,0,0,2,2,1,1,0,0,3,3,1,1,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Pasuruan,Kec. Prigen,SLB WIRA KUSUMA,13,F0E59DB8-8C18-E111-92BD-D704F7AEC28B,20519458,SLB,Swasta,B,9,0,0,0,0,0,0,0,0,2,6,0,0,5,0,2,0,5,0,3,2,1,0,1,0,3,0,2,1,3,1,0,0,0,2,1,0,0,0,5,8,0,36,30,6,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,
Kab. Pasuruan,Kec. Purwosari,SLB NEGERI SENGON AGUNG PURWOSARI KABUPATEN PASURUAN,13,007EBC24-BAD7-E111-9988-A90CE0F5B553,20574694,SLB,Negeri,B,7,0,0,0,0,0,0,0,0,2,5,1,0,6,2,5,2,5,4,8,2,3,2,1,2,3,6,6,0,4,3,4,3,3,1,1,0,0,0,9,7,1,78,51,27,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Pasuruan,Kec. Sukorejo,SLB DHARMA WICAKSANA,9,574C0B9D-E60D-4BBD-A180-FC6E2356AE43,69966982,SLB,Swasta,C,6,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,4,4,1,0,1,2,1,2,0,1,2,5,1,0,0,0,0,1,0,0,7,4,1,26,11,15,7,7,0,0,0,0,0,0,1,1,1,1,1,1,0,0,4,4,1,1,0,0,1,1,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Pasuruan,Kec. Winongan,SLBN BANDARAN III,11,905D14B7-8C18-E111-9406-B544A38759B0,20519542,SLB,Negeri,B,10,0,0,0,0,0,1,1,0,3,9,3,2,0,0,9,3,7,6,3,3,8,5,3,3,7,5,9,5,8,5,2,1,7,2,5,1,0,0,3,12,5,107,68,39,13,13,1,1,0,0,0,0,1,1,1,1,1,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Ponorogo,Kec. Babadan,SLB-A AISYIYAH PONOROGO,17,C0783BF4-8B18-E111-9152-4536D58C62A1,20555607,SLB,Swasta,B,7,0,0,1,0,0,0,2,0,2,9,1,0,1,6,1,2,1,0,2,2,0,0,1,0,1,1,2,5,3,3,1,4,1,1,3,1,0,0,17,11,1,42,17,25,22,22,1,1,1,1,0,0,1,1,1,1,1,1,1,1,3,3,1,1,0,0,0,0,1,1,0,0,0,0,3,3,,,,,,,,,,,,,,,,,
Kab. Ponorogo,Kec. Badegan,SLB NEGERI BADEGAN PONOROGO,13,40DD49F0-8B18-E111-B963-952BB5D6EEF6,20510368,SLB,Negeri,B,10,1,0,1,0,0,1,0,0,4,9,2,0,2,3,9,3,3,0,5,2,2,3,1,0,3,3,5,6,6,6,6,3,2,5,3,2,0,0,6,13,2,83,47,36,9,9,0,0,0,0,0,0,1,1,1,1,1,1,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,6,6,,,,,,,,,,,,,,,,,
Kab. Ponorogo,Kec. Jenangan,SLB NEGERI  JENANGAN,44,1AF30CDF-BA42-45FF-9CB3-869F43503C6B,69815446,SLB,Negeri,B,7,0,0,1,0,0,0,2,0,1,10,3,2,3,0,4,1,6,1,3,6,4,4,4,4,2,4,2,3,4,1,9,2,2,5,3,2,0,0,16,11,5,82,48,34,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,0,0,1,1,0,0,0,0,8,9,,,,,,,,,,,,,,,,,
Kab. Ponorogo,Kec. Ponorogo,SLB B PERTIWI PONOROGO,12,905DBD85-9CD4-E111-9E17-6F3F2C6CF924,20549619,SLB,Swasta,A,4,0,0,1,0,0,0,0,0,0,4,1,1,1,2,2,0,4,1,1,2,2,3,4,1,0,5,3,1,5,2,4,2,4,2,1,1,0,0,6,4,2,53,31,22,3,3,1,1,1,1,0,0,1,1,1,1,1,1,1,1,3,3,1,1,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Ponorogo,Kec. Ponorogo,SLB C PERTIWI PONOROGO,19,80FAD5F5-8B18-E111-8670-13AAAC961423,20549619,SLB,Swasta,B,8,0,0,1,0,0,0,2,0,3,9,1,0,1,0,2,2,3,2,0,2,4,5,4,3,3,2,1,1,4,2,6,5,1,2,6,1,0,0,3,12,1,62,35,27,7,7,1,1,0,0,0,0,1,1,1,1,0,0,1,1,4,4,1,1,0,0,0,0,1,1,0,0,0,0,3,3,,,,,,,,,,,,,,,,,
Kab. Ponorogo,Kec. Sambit,SLB B-C PANTI SISWA SAMBIT,12,6042D6F5-8B18-E111-8EE4-A575174EF812,20547269,SLB,Swasta,B,7,1,0,1,0,0,0,0,0,0,8,0,1,0,0,0,0,4,4,4,1,1,4,2,3,7,4,2,0,6,8,3,3,2,2,3,3,0,0,2,8,1,66,34,32,12,12,1,1,0,0,0,0,1,1,1,1,0,0,1,1,4,5,1,1,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Probolinggo,Kec. Gending,SLB ABCD RAUDLATUL JANNAH,12,002F68BB-8C18-E111-9C8E-07C2D0EB6D29,69756265,SLB,Negeri,B,7,0,0,0,0,0,0,0,0,1,7,1,1,1,0,2,1,3,0,4,0,2,2,2,2,4,0,4,0,2,1,7,2,2,2,2,1,0,0,4,8,2,46,35,11,8,8,1,1,0,0,0,0,1,1,1,1,0,0,0,0,4,4,1,1,1,1,0,0,1,1,0,0,0,0,3,3,,,,,,,,,,,,,,,,,
Kab. Probolinggo,Kec. Gending,SLB NEGERI GENDING,12,704DA014-AFB7-E211-B9B6-054ED745EA47,69756265,SLB,Negeri,A,9,1,0,0,0,0,0,0,0,3,6,1,2,1,0,1,0,1,4,2,1,5,2,3,1,2,2,5,2,1,2,4,3,7,1,1,2,0,0,6,9,3,53,33,20,12,12,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Probolinggo,Kec. Kraksaan,SLB Dharma Asih Kraksaan,14,74ADC458-56CE-4E56-83B5-3C46154A2225,20548445,SLB,Negeri,B,11,0,0,0,0,0,1,1,0,3,7,2,0,4,1,3,1,7,3,2,2,2,2,5,4,3,3,3,1,5,5,3,1,5,2,5,3,0,0,19,10,2,75,47,28,20,20,0,0,0,0,0,0,1,1,2,2,1,1,0,0,7,7,2,2,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Probolinggo,Kec. Kraksaan,SLB NEGERI KRAKSAAN,12,40AC40B7-8C18-E111-BFDB-B151A5065540,20548445,SLB,Negeri,B,11,0,0,0,0,0,1,0,0,3,9,3,0,3,1,1,7,2,0,1,1,2,3,1,0,4,1,2,1,2,3,2,3,3,1,1,0,0,0,4,12,3,45,24,21,9,9,1,1,0,1,0,0,1,1,1,1,1,1,1,1,6,6,1,1,0,0,0,0,0,0,0,0,0,0,4,4,,,,,,,,,,,,,,,,,
Kab. Probolinggo,Kec. Paiton,SLB MAMBAUL ULUM,10,40AFA2B8-8C18-E111-9F71-0B4463AA6696,20570820,SLB,Swasta,B,6,0,0,0,0,0,0,1,0,0,6,0,1,1,1,2,0,0,1,1,0,4,2,0,2,1,2,1,2,5,3,0,0,0,0,0,0,0,0,18,6,1,28,15,13,6,6,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Sampang,Kec. Banyuates,SLBN BANYUATES,10,,20528435,SLB,Negeri,,6,0,0,0,0,0,0,0,0,1,5,1,1,7,1,1,4,3,1,2,3,4,0,2,0,0,0,1,0,1,1,1,3,0,0,2,1,0,0,6,6,2,38,24,14,5,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Sampang,Kec. Sampang,SLBN SAMPANG,18,80F43A7B-8D18-E111-9FE2-7F15D0038D98,20528506,SLB,Negeri,B,13,0,0,0,0,0,0,1,0,4,9,3,1,4,4,5,4,2,2,4,4,0,3,2,1,5,0,4,2,1,1,0,2,5,0,3,0,0,0,6,13,4,59,36,23,13,12,1,1,0,1,0,0,1,1,1,1,0,0,1,1,4,4,0,0,0,0,0,0,0,0,1,1,0,0,5,5,,,,,,,,,,,,,,,,,
Kab. Sidoarjo,Kec. Buduran,SLB B-C SITI HAJAR,8,708C4F19-87FE-E111-8BAD-1162414581E0,20501851,SLB,Swasta,B,8,0,0,4,0,0,7,8,1,3,6,0,1,0,0,1,1,4,0,3,1,6,2,0,0,8,1,0,0,0,0,3,1,2,2,2,0,0,0,11,9,1,37,29,8,8,8,1,1,1,1,0,0,1,1,1,1,0,0,1,1,2,2,1,1,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Sidoarjo,Kec. Candi,SLB AUTIS MUTIARA HATI CANDI,8,CB79FEEC-9B7F-48B0-9FE4-C9FCD0FB419E,70039651,SLB,Swasta,B,6,0,1,0,0,0,0,0,0,1,2,0,2,8,1,4,5,0,0,0,0,0,0,0,0,0,4,2,0,3,1,4,1,0,0,0,0,0,0,5,3,2,40,23,17,6,8,0,0,0,0,0,0,1,1,1,1,1,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Sidoarjo,Kec. Candi,SLB Merdeka Candi,12,D0145019-87FE-E111-BFB8-5D1D0A2C2EFF,70039651,SLB,Swasta,B,9,0,0,0,0,0,0,0,1,0,9,0,0,9,5,0,3,8,3,5,1,2,0,2,4,0,2,3,2,2,2,1,2,3,0,0,3,0,0,3,9,0,62,35,27,3,3,1,1,0,0,0,0,1,1,1,1,1,1,0,0,4,6,0,1,0,0,0,0,0,1,0,0,0,0,7,7,,,,,,,,,,,,,,,,,
Kab. Sidoarjo,Kec. Candi,SLB NABIGHAH,11,9D563D38-C857-4C1E-8FCB-BDBD9F4A341A,70039651,SLB,Swasta,C,7,0,0,0,0,0,0,0,0,1,6,0,1,0,0,2,1,2,2,0,1,4,1,0,1,2,1,0,1,1,0,2,0,1,2,3,1,0,0,2,7,1,28,17,11,5,5,1,1,0,0,0,0,1,1,1,1,1,1,0,0,3,3,1,1,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Sidoarjo,Kec. Candi,SLB-C DHARMA PENDIDIKAN,12,A0BB4F19-87FE-E111-B616-996DF83E5633,70039651,SLB,Swasta,B,5,0,0,0,0,0,0,0,0,2,3,1,0,0,1,1,0,0,2,1,0,1,3,1,2,2,1,6,0,1,2,0,2,5,1,1,1,0,0,5,5,1,34,19,15,14,14,1,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,4,,,,,,,,,,,,,,,,,
Kab. Sidoarjo,Kec. Gedangan,SLB HARMONI,14,40AC01F3-8B18-E111-8447-5595A8F5DA31,20501853,SLB,Negeri,B,9,1,1,2,0,0,1,0,1,0,9,0,0,4,0,2,2,2,1,4,4,6,5,5,0,4,4,9,9,0,2,4,6,4,3,6,4,0,0,3,9,0,94,52,42,14,14,2,2,0,0,0,0,1,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Sidoarjo,Kec. Gedangan,SLB NEGERI GEDANGAN,52,903ED7F5-8B18-E111-B330-2DF13E6B724C,20501853,SLB,Negeri,A,52,0,0,0,0,0,40,1,0,10,43,6,0,11,11,17,3,13,7,11,4,9,9,9,5,10,17,16,8,18,6,19,19,13,11,18,17,0,0,31,53,6,281,164,117,32,32,1,1,2,2,1,1,1,1,1,1,1,1,1,1,16,16,1,1,0,0,1,1,2,2,0,0,0,0,22,22,,,,,,,,,,,,,,,,,
Kab. Sidoarjo,Kec. Jabon,SLB AR ROSYID SRI SUTRISNO,2,623A98C7-6D8B-45D2-8014-2FF13EEF9793,70038364,SLB,Swasta,B,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,6,1,5,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,
Kab. Sidoarjo,Kec. Jabon,SLB TAMA KABULLAH LESTARI,6,5BCC7060-8F1B-47E4-9211-31E765E7477C,70038364,SLB,Swasta,C,3,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,2,1,1,0,4,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,3,3,1,15,14,1,3,3,1,1,0,0,0,0,1,1,1,1,1,1,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Sidoarjo,Kec. Krembung,SLB PELITA LESTARI,13,E0D08238-A480-E211-839B-D976C3DFA0D6,20570740,SLB,Swasta,B,5,1,0,0,0,0,0,0,0,1,5,0,0,3,2,6,1,5,2,4,3,1,0,2,1,3,1,4,1,3,1,3,0,4,2,7,2,0,0,3,6,0,62,46,16,5,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,
Kab. Sidoarjo,Kec. Krian,SLB AISYIYAH,14,6047D8F5-8B18-E111-A144-BF3EE4321A0C,20501895,SLB,Swasta,B,10,0,2,0,0,0,1,0,0,1,9,0,1,5,4,6,4,3,5,2,1,6,4,3,3,7,1,4,6,1,2,15,5,5,3,6,4,0,0,7,10,1,111,65,46,5,5,1,1,0,0,0,0,1,1,1,1,1,1,1,1,5,6,0,0,1,1,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,
Kab. Sidoarjo,Kec. Krian,SLB AUTIS MUTIARA HATI,12,C4551DCB-0023-43B1-A177-3C95A20C6D98,20501895,SLB,Swasta,B,8,0,0,0,0,0,0,0,0,1,5,1,0,6,3,6,4,2,1,2,4,4,3,3,0,2,1,4,2,7,2,4,1,6,1,0,0,0,0,7,6,1,72,50,22,11,12,1,1,0,0,0,0,1,1,1,1,1,1,1,1,4,4,1,1,0,0,2,2,1,1,1,1,0,0,6,6,,,,,,,,,,,,,,,,,
Kab. Sidoarjo,Kec. Porong,SLB AISYIYAH PORONG SIDOARJO,12,D03D94F4-8B18-E111-90DF-A17E1719347A,20572019,SLB,Negeri,B,9,0,0,0,0,0,0,0,0,1,8,1,1,2,1,0,0,0,0,1,1,3,1,0,0,1,0,4,0,1,0,1,0,1,1,4,1,0,0,7,9,2,24,19,5,3,3,1,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Sidoarjo,Kec. Porong,SLBN JUWETKENONGO,40,B01D6FF0-8B18-E111-BEF5-E9DEF41F3E88,20572019,SLB,Negeri,A,31,2,2,15,0,3,3,28,0,6,28,4,3,6,0,9,6,12,8,11,11,10,8,7,1,9,7,9,2,15,4,8,4,6,4,5,4,0,0,9,34,7,172,111,61,27,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,1,1,0,0,0,0,1,1,0,0,0,0,7,7,,,,,,,,,,,,,,,,,
Kab. Sidoarjo,Kec. Sidoarjo,SLB - AC DHARMA WANITA,15,D0F84E19-87FE-E111-BBD4-E9AEA02CEB83,20501896,SLB,Swasta,A,15,0,0,2,0,0,0,2,0,4,13,1,1,1,0,4,2,2,1,6,2,2,0,4,3,3,2,3,7,4,3,5,4,1,3,3,3,0,0,5,17,2,68,38,30,39,39,1,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,1,1,0,0,1,1,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Sidoarjo,Kec. Sidoarjo,SLB AUTIS MUTIARA HATI,14,C0574F19-87FE-E111-BA98-6D90ACF364EE,20501896,SLB,Swasta,B,12,0,0,0,0,0,0,0,0,1,9,0,1,4,1,3,0,9,1,3,3,6,2,1,1,7,5,8,5,1,1,6,0,2,3,0,3,0,0,8,10,1,85,57,28,12,12,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,1,1,1,1,1,1,2,2,,,,,,,,,,,,,,,,,
Kab. Sidoarjo,Kec. Sidoarjo,SLB C DHARMA WANITA LEBO,0,30C94E19-87FE-E111-808F-C71396745BAD,20501896,SLB,Swasta,B,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,13,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Sidoarjo,Kec. Sidoarjo,SLB CITA HATI BUNDA,12,70932CCB-9833-E211-A109-214EEC46C6E0,20501896,SLB,Swasta,A,5,2,5,3,0,1,6,4,5,1,12,0,1,0,1,0,1,1,1,0,2,1,0,1,0,5,0,1,1,5,0,1,1,4,0,2,1,0,0,4,13,1,29,21,8,13,13,1,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,1,1,2,2,0,0,3,3,,,,,,,,,,,,,,,,,
Kab. Sidoarjo,Kec. Sidoarjo,SLB INSANI TUNAS MANDIRI,14,4C131582-09DA-4C6A-9728-C8FA04B301FD,20501896,SLB,Swasta,B,5,1,0,0,0,0,0,0,0,1,6,0,1,4,1,3,1,2,0,2,2,2,1,6,3,3,2,2,2,1,2,4,1,4,0,1,2,0,0,6,7,1,59,41,18,5,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Sidoarjo,Kec. Sidoarjo,SLB Putra Mandiri Lebo,11,C2DC7F5B-87D5-441A-AA64-794186E2640C,20501896,SLB,Swasta,B,8,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,4,1,1,0,0,1,0,0,2,9,0,22,13,9,9,9,1,1,1,1,0,0,0,0,1,1,0,0,1,1,5,5,1,1,0,0,0,0,1,1,1,1,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Sidoarjo,Kec. Sidoarjo,SLB-B DHARMA WANITA SIDOARJO,13,B0264F19-87FE-E111-95FD-6756705212AF,20501896,SLB,Swasta,A,13,0,0,0,0,0,1,2,0,5,10,0,2,2,3,1,2,5,0,2,5,4,2,1,4,4,1,2,3,7,3,4,4,2,2,5,2,0,0,17,15,2,70,39,31,22,22,1,1,1,1,0,0,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,1,1,0,0,0,0,6,6,,,,,,,,,,,,,,,,,
Kab. Sidoarjo,Kec. Sukodono,SLB AL CHUSNAINI,15,E0A6D8F5-8B18-E111-8499-8DCD6DAA982B,20501898,SLB,Swasta,B,15,7,1,0,0,5,15,0,4,0,15,0,0,1,2,1,3,9,3,3,3,6,3,0,1,3,5,9,9,2,1,5,6,6,3,4,4,0,0,7,15,0,92,49,43,6,6,1,1,0,0,0,0,1,1,1,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Sidoarjo,Kec. Taman,SLB BINA BANGSA,20,5044D9F5-8B18-E111-8EFC-AB7D9041C64F,20501858,SLB,Swasta,B,14,0,0,6,0,1,12,11,3,2,13,0,0,6,1,4,3,4,4,3,3,4,5,2,3,6,3,7,5,4,1,5,3,8,1,4,3,0,0,3,15,0,92,57,35,19,19,1,1,0,0,0,0,2,2,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,
Kab. Sidoarjo,Kec. Taman,SLB DEWI SARTIKA,20,A07AD8F5-8B18-E111-9D84-332AF00504AF,20501858,SLB,Swasta,B,10,0,0,0,0,1,0,0,0,2,9,0,0,0,0,7,3,2,1,5,2,7,3,5,0,4,2,4,2,3,4,2,0,5,2,5,3,0,0,6,11,0,77,53,24,16,16,1,1,0,0,0,0,1,1,1,1,0,0,1,1,4,4,1,1,1,1,1,1,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Sidoarjo,Kec. Tanggulangin,SLB DELTA SEJAHTERA,12,5032D8F5-8B18-E111-B5EB-6DB4BAB135D7,20501855,SLB,Swasta,B,10,1,3,0,0,6,1,2,1,2,8,0,0,4,2,2,3,5,6,8,2,3,3,4,2,0,2,8,5,1,2,2,0,2,1,3,1,0,0,3,10,0,71,42,29,5,5,1,1,0,0,0,0,1,1,1,1,1,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,
