kabupaten/kota,kecamatan,sekolah,rombel,guru_kelas,guru_matematika,guru_bahasa_indonesia,guru_bahasa_inggris,guru_sejarah_indonesia,guru_pkn,guru_penjaskes,guru_agama_budi_pekerti,guru_seni_budaya,ptk_laki,ptk_perempuan,pegawai_laki,pegawai_perempuan,pd_kelas_1_laki,pd_kelas_1_perempuan,pd_kelas_2_laki,pd_kelas_2_perempuan,pd_kelas_3_laki,pd_kelas_3_perempuan,pd_kelas_4_laki,pd_kelas_4_perempuan,pd_kelas_5_laki,pd_kelas_5_perempuan,pd_kelas_6_laki,pd_kelas_6_perempuan,pd_kelas_7_laki,pd_kelas_7_perempuan,pd_kelas_8_laki,pd_kelas_8_perempuan,pd_kelas_9_laki,pd_kelas_9_perempuan,pd_kelas_10_laki,pd_kelas_10_perempuan,pd_kelas_11_laki,pd_kelas_11_perempuan,pd_kelas_12_laki,pd_kelas_12_perempuan,pd_kelas_13_laki,pd_kelas_13_perempuan,jumlah_kirim,ptk,pegawai,pd,pd_laki,pd_perempuan,before_ruang_kelas,after_ruang_kelas,before_ruang_perpus,after_ruang_perpus,before_ruang_lab,after_ruang_lab,before_ruang_praktik,after_ruang_praktik,before_ruang_pimpinan,after_ruang_pimpinan,before_ruang_guru,after_ruang_guru,before_ruang_ibadah,after_ruang_ibadah,before_ruang_uks,after_ruang_uks,before_toilet,after_toilet,before_gudang,after_gudang,before_ruang_sirkulasi,after_ruang_sirkulasi,before_tempat_bermain_olahraga,after_tempat_bermain_olahraga,before_ruang_tu,after_ruang_tu,before_ruang_konseling,after_ruang_konseling,before_ruang_osis,after_ruang_osis,before_bangunan,after_bangunan,identitas_valid,ptk_valid,pd_valid,prasarana_valid,total_valid,sekolah_id,semester_id,sumber_air,sumber_air_minum,kecukupan_air_bersih,jamban_kk,tipe_jamban,jml_hari_cuci_tangan,jml_wastafel,jml_wastafel_rusak,air_mengalir_wastafel,memiliki_drainase,menguras_tangki_septik,akreditasi
Kab. Tulungagung,Kec. Bandung,SLB PGRI BANDUNG,20,2,0,1,1,0,0,0,0,0,1,3,0,1,2,3,0,1,1,0,1,0,2,1,1,1,2,1,4,1,3,1,2,1,1,0,0,1,0,0,14,4,1,30,19,11,5,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,C
Kab. Tulungagung,Kec. Boyolangu,SLB BINTARA B-C BOYOLANGU,11,5,0,2,0,0,0,0,0,0,0,4,1,2,1,0,0,0,2,1,10,7,4,6,4,3,5,0,1,0,1,1,3,0,0,0,0,0,0,0,5,4,3,49,31,18,4,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,C
Kab. Tulungagung,Kec. Campur Darat,SLB BINTARA GAMPING CAMPURDARAT,11,6,0,0,0,0,0,0,1,0,0,5,1,1,2,2,1,0,1,5,4,1,5,2,3,6,0,0,1,0,0,0,2,0,2,2,0,0,0,0,9,5,2,39,21,18,4,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,C
Kab. Tulungagung,Kec. Campur Darat,SLB NEGERI CAMPURDARAT TULUNGAGUNG,23,22,0,0,0,0,0,0,1,0,3,19,0,1,1,2,4,2,2,1,5,1,1,2,3,0,7,2,4,5,3,4,3,2,2,3,6,3,0,0,5,22,1,69,42,27,8,8,1,1,0,1,0,0,1,1,1,1,0,0,1,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,A
Kab. Tulungagung,Kec. Gondang,SLB PGRI GONDANG TULUNGAGUNG,12,4,0,0,0,0,0,0,0,0,0,3,1,0,1,1,1,1,1,1,5,0,1,3,5,1,1,2,2,2,2,2,3,2,2,4,2,2,0,0,12,3,1,47,26,21,3,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,,B
Kab. Tulungagung,Kec. Kauman,SLB KORPRI KAUMAN,12,5,1,0,0,0,1,0,2,0,0,4,2,0,1,3,0,5,3,2,3,3,1,2,2,0,1,1,3,2,3,1,2,2,2,0,1,0,0,0,18,4,2,43,22,21,9,9,1,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Tulungagung,Kec. Kedungwaru,SLB - PGRI KEDUNGWARU,21,10,0,0,0,0,0,0,0,0,4,6,1,1,13,4,6,9,10,6,8,4,8,5,6,1,1,1,10,7,5,3,3,4,7,7,2,1,0,0,5,10,2,131,79,52,10,10,1,1,0,0,0,0,1,1,1,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Tulungagung,Kec. Ngunut,SLB PGRI AMONG PUTRA,12,2,0,0,0,0,1,0,0,0,0,3,0,2,1,0,4,2,4,4,4,7,5,2,4,2,4,4,7,6,8,4,3,3,1,4,3,2,0,0,3,3,2,88,48,40,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Tulungagung,Kec. Pakel,SLB ATTANHID,10,6,0,0,0,0,0,0,0,0,4,1,1,0,1,0,5,0,2,1,0,0,0,2,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,1,21,16,5,3,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,C
Kab. Tulungagung,Kec. Rejotangan,SLB PUTRA MANDIRI ,18,5,0,1,1,0,1,1,0,0,3,2,0,1,2,1,3,3,3,0,5,3,1,1,7,4,4,3,6,1,4,2,0,2,1,3,2,0,0,0,4,5,1,61,38,23,2,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,C
Kab. Tulungagung,Kec. Rejotangan,SLB PUTRA MANDIRI,18,5,0,1,1,0,1,1,0,0,3,2,0,1,2,1,3,3,3,0,5,3,1,1,7,4,4,3,6,1,4,2,0,2,1,3,2,0,0,0,4,5,1,61,38,23,2,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,
Kab. Tulungagung,Kec. Tulungagung,SLB C Negeri Tulungagung,16,9,0,0,0,0,0,0,1,0,3,7,2,1,4,1,3,3,3,1,5,4,4,3,2,2,4,3,8,3,6,2,3,7,3,2,2,2,0,0,9,10,3,80,47,33,10,11,1,1,1,1,2,2,1,1,1,1,1,1,1,1,4,4,1,1,0,0,0,0,1,1,1,1,0,0,2,3,,,,,,,,,,,,,,,,,,,A
Kab. Tulungagung,Kec. Tulungagung,SLB-B NEGERI TULUNGAGUNG,25,15,0,1,0,0,0,1,1,0,6,12,0,3,8,1,10,2,3,2,1,2,3,3,4,1,1,8,3,3,3,2,4,4,1,3,5,2,0,0,5,18,3,84,49,35,6,8,1,1,0,0,0,0,1,1,1,1,1,1,1,1,3,3,0,0,0,0,1,1,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,A
Kota Batu,Kec. Batu,SLB EKA MANDIRI BATU,14,10,0,0,0,0,0,0,0,0,2,8,2,0,2,1,4,2,5,6,4,2,4,2,2,3,2,0,4,1,6,2,2,3,1,2,7,3,0,0,8,10,2,70,43,27,4,4,1,1,1,1,0,0,1,1,0,0,0,0,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,B
Kota Batu,Kec. Bumiaji,SLB NEGERI ,12,10,2,3,5,0,1,1,3,1,3,8,4,1,5,3,6,4,2,1,9,7,3,4,1,3,6,2,11,6,6,5,15,8,3,2,4,5,0,0,12,11,5,121,71,50,11,11,1,1,0,0,0,0,1,1,1,1,1,1,0,1,7,7,0,0,0,0,0,0,1,1,0,0,0,0,7,7,,,,,,,,,,,,,,,,,,,B
Kota Batu,Kec. Bumiaji,SLB NEGERI,12,10,2,3,5,0,1,1,3,1,3,8,4,1,5,3,6,4,2,1,9,7,3,4,1,3,6,2,11,6,6,5,15,8,3,2,4,5,0,0,12,11,5,121,71,50,11,11,1,1,0,0,0,0,1,1,1,1,1,1,0,1,7,7,0,0,0,0,0,0,1,1,0,0,0,0,7,7,,,,,,,,,,,,,,,,,,,
Kota Blitar,Kec. Kepanjenkidul,SLB NEGERI 1 KOTA BLITAR,24,22,0,0,0,0,0,1,3,0,9,17,1,4,9,3,6,4,7,3,7,4,6,4,9,2,8,6,4,2,7,8,5,5,12,5,11,7,0,0,11,26,5,144,91,53,16,16,1,1,1,1,0,0,1,1,1,1,1,1,1,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,A
Kota Blitar,Kec. Kepanjenkidul,SLB NEGERI 3 KOTA BLITAR,24,8,0,0,0,0,0,0,0,0,2,6,1,2,5,2,1,1,3,0,1,1,1,0,1,2,2,0,0,1,0,1,3,2,1,0,0,1,0,0,8,8,3,35,22,13,8,8,1,1,0,1,0,0,1,1,1,1,0,0,1,1,6,6,1,1,1,1,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,A
Kota Blitar,Kec. Sananwetan,SLB NEGERI 4 KOTA BLITAR,23,10,0,0,1,0,0,0,0,1,2,9,1,2,5,1,2,2,4,3,6,2,4,0,0,0,0,2,6,0,0,0,1,0,0,0,0,0,0,0,12,11,3,45,32,13,8,8,1,1,0,0,0,0,1,1,1,1,1,1,1,1,3,3,1,1,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kota Blitar,Kec. Sananwetan,SLB-B YPLB,12,5,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,1,1,3,0,0,1,0,3,0,2,1,1,1,1,1,1,0,0,1,0,1,0,0,5,5,0,22,11,11,3,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kota Blitar,Kec. Sananwetan,SLB-C YPLB,18,9,1,0,0,0,0,0,0,0,0,8,0,0,1,2,3,2,2,1,1,0,2,1,1,0,3,3,8,1,8,3,1,0,6,4,4,5,0,0,4,8,0,68,44,24,3,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kota Blitar,Kec. Sukorejo,SLB NEGERI 2 KOTA BLITAR,30,15,0,0,0,0,0,1,1,0,9,8,1,4,1,2,8,2,5,6,12,10,9,5,2,5,10,3,7,6,6,1,6,3,1,2,7,4,0,0,6,17,5,123,74,49,15,15,1,1,1,1,0,0,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,A
Kota Kediri,Kec. Kota Kediri,SLB C PUTERA ASIH,22,4,0,0,1,0,0,0,2,0,4,9,0,1,3,2,4,0,5,3,8,4,3,2,1,0,3,4,5,4,8,1,6,2,2,3,2,3,0,0,12,13,1,78,50,28,20,20,1,1,1,1,0,0,1,1,1,1,1,1,1,1,5,5,2,2,1,1,0,0,1,1,1,1,0,0,10,10,,,,,,,,,,,,,,,,,,,B
Kota Kediri,Kec. Kota Kediri,SLB-B PUTERA ASIH KEDIRI,12,10,1,0,0,0,0,0,1,0,3,8,0,1,0,1,2,0,3,4,5,2,3,3,3,5,5,0,7,2,4,3,5,1,1,4,2,5,0,0,6,11,1,70,40,30,15,15,1,1,1,1,3,3,1,1,1,1,1,1,1,1,4,4,1,1,1,1,0,0,1,1,1,1,1,1,8,8,,,,,,,,,,,,,,,,,,,A
Kota Kediri,Kec. Mojoroto,SLB BHAKTI PEMUDA,12,4,0,0,0,0,0,0,0,0,0,4,1,0,3,1,2,2,3,1,4,1,0,4,1,2,4,2,6,2,2,1,2,0,0,1,2,2,0,0,5,4,1,48,29,19,4,4,0,0,0,0,0,0,1,1,1,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kota Kediri,Kec. Mojoroto,SLB YPABK ANANDA PUTRA MANDIRI,16,5,1,2,0,0,4,1,2,0,1,3,2,0,7,1,3,0,4,1,2,3,0,2,7,2,4,5,4,1,0,3,3,1,2,1,2,0,0,0,6,4,2,58,38,20,5,5,1,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,1,1,1,1,0,0,1,1,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,C
Kota Kediri,Kec. Pesantren,SLB NUR KHABIB,12,0,4,2,0,0,3,2,2,0,0,4,0,2,1,0,4,2,0,2,3,1,2,1,2,0,9,2,5,1,4,6,1,1,1,0,2,0,0,0,9,4,2,50,34,16,13,14,1,1,0,0,0,0,1,1,1,1,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,C
Kota Madiun,Kec. Kartoharjo,SLB B-C Dharma Wanita,11,7,0,0,0,0,0,0,0,0,2,6,0,2,1,1,1,1,3,1,2,0,0,1,0,0,3,1,1,0,2,1,2,6,2,0,1,0,0,0,10,8,2,30,18,12,41,41,1,1,1,1,0,0,1,1,1,1,0,0,1,1,3,3,0,0,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kota Madiun,Kec. Kartoharjo,SLB BUDI ASIH,12,3,0,0,1,0,1,0,1,0,1,4,0,1,4,0,2,1,2,1,3,1,2,0,2,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4,5,1,23,17,6,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,C
Kota Madiun,Kec. Manguharjo,SLB Bhakti Luhur ,13,7,0,0,0,0,0,1,0,0,4,3,1,1,2,0,1,0,1,0,3,0,0,3,1,0,5,1,6,0,2,0,1,1,2,0,2,2,0,0,16,7,2,35,27,8,9,9,1,1,1,1,0,0,1,1,1,1,0,0,1,1,6,6,2,2,0,0,0,0,1,1,0,0,0,0,6,6,,,,,,,,,,,,,,,,,,,B
Kota Madiun,Kec. Manguharjo,SLB Bhakti Luhur,13,7,0,0,0,0,0,1,0,0,4,3,1,1,2,0,1,0,1,0,3,0,0,3,1,0,5,1,6,0,2,0,1,1,2,0,2,2,0,0,16,7,2,35,27,8,9,9,1,1,1,1,0,0,1,1,1,1,0,0,1,1,6,6,2,2,0,0,0,0,1,1,0,0,0,0,6,6,,,,,,,,,,,,,,,,,,,
Kota Madiun,Kec. Manguharjo,SLB NUR HUSNINA,10,5,0,0,0,0,0,0,0,0,1,3,1,2,4,1,2,0,1,1,2,0,0,0,0,2,0,0,4,0,1,1,4,5,2,5,1,0,0,0,3,4,3,36,21,15,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,,,,,,,,,,,,,,,,,,,C
Kota Madiun,Kec. Taman,SLB NEGERI MANISREJO KOTA MADIUN,17,16,0,0,0,0,0,1,0,0,2,15,1,2,3,1,7,4,7,3,4,3,3,1,4,0,9,3,8,1,6,0,9,5,9,3,1,3,0,0,19,17,3,100,73,27,8,8,1,1,0,0,0,0,1,1,1,1,0,0,1,1,5,5,1,1,1,1,0,0,0,0,1,1,0,0,8,8,,,,,,,,,,,,,,,,,,,A
Kota Madiun,Kec. Taman,SLB Siti Hajar ,12,1,3,3,0,0,0,1,0,0,0,3,1,1,0,0,1,0,1,0,0,0,1,1,4,1,0,0,0,3,0,0,0,0,2,2,0,1,0,0,9,3,2,19,11,8,5,5,1,1,1,1,0,0,0,0,1,1,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,,,,,,,,,,,,,,,,,,,B
Kota Madiun,Kec. Taman,SLB Siti Hajar,12,1,3,3,0,0,0,1,0,0,0,3,1,1,0,0,1,0,1,0,0,0,1,1,4,1,0,0,0,3,0,0,0,0,2,2,0,1,0,0,9,3,2,19,11,8,5,5,1,1,1,1,0,0,0,0,1,1,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,,,,,,,,,,,,,,,,,,,
Kota Madiun,Kec. Taman,SLB SIWI MULIA,23,3,0,0,0,0,0,0,0,0,0,5,1,1,2,0,4,0,0,0,0,1,1,0,1,0,4,0,1,1,3,0,1,2,5,2,2,2,0,0,8,5,2,32,24,8,6,6,0,0,1,1,0,0,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kota Malang,Kec. Blimbing,SDLB SUMBER DHARMA,7,6,0,0,0,0,0,0,0,0,1,5,1,0,2,2,2,1,2,1,6,3,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,1,25,16,9,7,7,1,1,0,0,0,0,1,1,1,1,1,1,1,1,3,3,0,0,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kota Malang,Kec. Blimbing,SLB SATHITEN,7,2,0,0,1,0,0,1,0,0,1,5,1,2,5,1,2,2,0,0,3,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,2,0,0,0,5,6,3,34,26,8,6,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kota Malang,Kec. Blimbing,SLB YPAC KOTA MALANG,13,12,0,0,0,0,0,0,0,0,2,9,1,1,3,1,2,2,4,0,2,0,1,0,2,1,4,0,5,0,2,1,2,1,0,2,3,1,0,0,10,11,2,44,33,11,13,13,1,1,1,1,0,0,1,1,1,1,1,1,1,1,3,3,0,0,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,A
Kota Malang,Kec. Blimbing,SLBS BCG IDAYU,11,6,0,0,0,0,0,0,0,0,3,3,0,1,0,0,1,0,1,1,3,0,0,3,3,1,3,1,3,0,2,0,0,1,0,1,1,1,0,0,6,6,1,26,17,9,6,6,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kota Malang,Kec. Blimbing,SMALB BCG SUMBER DHARMA,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,C
Kota Malang,Kec. Blimbing,SMP LB SUMBER DHARMA,3,3,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,4,1,0,0,0,0,0,0,0,0,11,3,1,12,10,2,3,3,1,1,1,1,0,0,1,1,1,1,1,1,1,1,3,3,2,2,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kota Malang,Kec. Kedungkandang,"SLB A,B,D NEGERI KEDUNGKANDANG KOTA MALANG",32,28,0,0,0,0,0,0,0,0,2,26,3,1,3,1,5,8,5,2,3,2,1,2,2,3,7,3,5,3,1,3,5,8,3,6,4,1,0,0,10,28,4,86,44,42,6,6,0,0,1,1,0,0,1,1,1,1,0,0,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,B
Kota Malang,Kec. Kedungkandang,SLB C AUTIS NEGERI KEDUNGKANDANG KOTA MALANG,21,20,0,0,0,0,0,0,0,0,6,14,0,2,8,2,8,3,8,2,9,2,10,3,8,2,9,6,14,7,13,2,13,3,8,6,6,6,0,0,10,20,2,158,114,44,24,24,0,0,0,0,1,1,1,1,1,1,1,1,1,1,5,5,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,A
Kota Malang,Kec. Kedungkandang,SLB YAYASAN PUTRA PANCASILA,13,12,0,0,0,0,9,1,9,2,3,8,1,0,5,1,7,2,8,3,5,5,7,3,3,3,4,3,4,2,4,4,0,0,1,1,1,0,0,0,6,11,1,79,52,27,13,13,1,1,0,0,0,0,1,1,1,1,0,0,1,1,6,6,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kota Malang,Kec. Klojen,SLB-B YPTB MALANG,14,10,0,0,0,0,0,0,1,0,2,8,3,1,2,1,1,3,1,4,2,3,1,3,8,5,4,2,4,4,2,1,3,3,6,5,3,6,0,0,2,10,4,79,38,41,14,15,1,1,1,1,0,0,1,1,2,2,1,1,0,0,2,2,1,1,0,0,2,2,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kota Malang,Kec. Lowokwaru,SLB AUTIS LABORATORIUM UM MALANG,18,11,0,0,0,0,0,2,0,0,4,10,3,1,4,2,6,1,6,1,7,0,5,1,2,0,1,0,2,0,1,0,6,0,1,0,2,0,0,0,5,14,4,48,43,5,9,9,1,1,1,1,0,0,1,1,1,1,1,1,1,1,4,4,2,2,1,1,0,0,1,1,1,1,0,0,2,2,,,,,,,,,,,,,,,,,,,A
Kota Malang,Kec. Lowokwaru,SLB AUTISME RIVER KIDS,27,16,0,0,0,0,0,0,3,0,3,17,0,1,6,2,15,3,8,0,7,2,2,2,3,2,5,5,5,1,1,1,3,1,4,0,3,1,0,0,10,20,1,92,70,22,18,23,1,1,1,0,0,0,2,1,1,0,0,0,0,0,6,6,2,2,0,0,0,0,0,1,0,0,0,0,5,5,,,,,,,,,,,,,,,,,,,B
Kota Malang,Kec. Lowokwaru,SLB PUTRA JAYA MALANG,14,13,0,0,0,0,0,0,0,0,3,10,0,2,0,1,2,1,4,0,3,0,4,1,4,5,2,3,2,3,2,0,1,0,2,1,4,4,0,0,10,13,2,49,30,19,20,20,1,1,1,1,0,0,0,0,1,1,1,1,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kota Malang,Kec. Sukun,SLB BHAKTI LUHUR,47,44,0,0,0,0,0,0,0,0,5,39,0,1,17,7,19,7,20,10,18,8,11,10,16,6,22,8,18,8,14,7,9,14,25,21,9,9,0,0,31,44,1,313,198,115,35,35,1,1,1,1,4,4,1,1,1,1,1,1,1,1,9,9,3,3,4,4,2,2,1,1,1,1,1,1,3,3,,,,,,,,,,,,,,,,,,,A
Kota Mojokerto,Kec. Magersari,SLB AISYIYAH 08,12,8,0,0,0,0,0,0,0,0,0,8,0,1,1,2,2,0,3,1,1,1,2,1,1,1,0,1,2,0,0,1,1,2,1,4,3,1,0,0,3,8,1,32,17,15,12,12,1,1,0,0,0,0,1,1,1,1,0,0,1,1,3,3,1,1,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kota Mojokerto,Kec. Magersari,SLBS AUTIS MUTIARA HATI,13,11,0,0,0,0,0,1,1,0,3,8,0,1,1,4,5,1,2,1,5,2,5,2,2,1,1,1,4,0,4,1,7,2,4,4,1,0,0,0,13,11,1,65,45,20,12,12,1,1,0,0,0,0,1,1,1,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kota Mojokerto,Kec. Prajurit Kulon,SLB THUMB KIDS SCHOOL,11,0,1,0,1,0,0,0,2,0,1,3,1,1,2,2,5,0,5,2,3,2,3,3,2,1,1,0,1,4,2,1,0,1,0,1,0,0,0,0,7,4,2,41,24,17,4,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,C
Kota Mojokerto,Kec. Prajurit Kulon,SLB-ACD PERTIWI ,11,6,1,0,0,0,0,0,0,0,3,5,1,2,0,0,5,3,3,2,1,4,4,1,2,2,5,0,4,3,5,3,1,2,0,0,2,1,0,0,5,8,3,53,32,21,8,8,1,1,0,0,0,0,1,1,1,1,1,1,1,1,8,8,3,3,0,0,0,0,2,2,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,,B
Kota Mojokerto,Kec. Prajurit Kulon,SLB-ACD PERTIWI,11,6,1,0,0,0,0,0,0,0,3,5,1,2,0,0,5,3,3,2,1,4,4,1,2,2,5,0,4,3,5,3,1,2,0,0,2,1,0,0,5,8,3,53,32,21,8,8,1,1,0,0,0,0,1,1,1,1,1,1,1,1,8,8,3,3,0,0,0,0,2,2,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,,
Kota Mojokerto,Kec. Prajurit Kulon,SLB-B PERTIWI,14,12,0,1,0,0,0,0,0,0,3,11,0,1,2,1,2,1,0,1,1,2,3,1,3,4,1,2,1,3,3,4,1,3,1,3,2,1,0,0,21,14,1,51,21,30,14,14,1,1,0,0,0,0,1,1,1,1,1,1,1,1,4,4,1,1,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kota Pasuruan,Kec. Purworejo,SLB ARYA SATYA HATI,13,11,0,0,0,0,0,0,0,0,4,8,3,1,3,1,4,0,2,2,1,1,5,1,6,2,3,0,6,2,6,4,2,1,1,1,1,1,0,0,9,12,4,60,43,17,13,13,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,A
Kota Pasuruan,Kec. Purworejo,SLB NEGERI 1 KOTA PASURUAN,33,14,0,0,0,0,0,1,0,0,2,22,8,1,13,12,16,11,15,6,13,6,9,8,9,6,19,3,10,3,8,5,2,1,2,1,0,0,0,0,42,24,9,197,129,68,27,27,1,1,0,0,0,0,2,2,3,3,1,1,1,1,11,11,2,2,0,0,1,1,2,2,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,,A
Kota Pasuruan,Kec. Purworejo,SLB NEGERI 2 KOTA PASURUAN,24,14,0,0,1,0,0,2,4,0,5,15,8,4,7,7,10,1,2,3,2,0,2,1,5,5,12,3,4,5,8,3,12,4,7,3,10,6,0,0,22,20,12,129,88,41,18,18,3,3,1,1,0,0,1,1,3,3,2,2,2,2,17,17,1,1,0,0,0,0,2,2,1,1,0,0,11,11,,,,,,,,,,,,,,,,,,,A
Kota Probolinggo,Kec. Kademangan,SLB SINAR HARAPAN 2,10,9,0,0,1,0,0,1,0,0,3,6,2,1,5,2,0,2,0,0,5,4,0,0,4,0,0,0,1,2,4,1,3,0,4,0,2,1,0,0,5,9,3,40,28,12,7,7,1,1,1,1,0,0,1,1,1,1,1,1,1,1,6,6,1,1,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,A
Kota Probolinggo,Kec. Mayangan,SLB SINAR HARAPAN 1,0,0,0,0,0,0,0,0,0,0,6,14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,19,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
