kabupaten/kota,kecamatan,sekolah,rombel,guru_kelas,guru_matematika,guru_bahasa_indonesia,guru_bahasa_inggris,guru_sejarah_indonesia,guru_pkn,guru_penjaskes,guru_agama_budi_pekerti,guru_seni_budaya,ptk_laki,ptk_perempuan,pegawai_laki,pegawai_perempuan,pd_kelas_1_laki,pd_kelas_1_perempuan,pd_kelas_2_laki,pd_kelas_2_perempuan,pd_kelas_3_laki,pd_kelas_3_perempuan,pd_kelas_4_laki,pd_kelas_4_perempuan,pd_kelas_5_laki,pd_kelas_5_perempuan,pd_kelas_6_laki,pd_kelas_6_perempuan,pd_kelas_7_laki,pd_kelas_7_perempuan,pd_kelas_8_laki,pd_kelas_8_perempuan,pd_kelas_9_laki,pd_kelas_9_perempuan,pd_kelas_10_laki,pd_kelas_10_perempuan,pd_kelas_11_laki,pd_kelas_11_perempuan,pd_kelas_12_laki,pd_kelas_12_perempuan,pd_kelas_13_laki,pd_kelas_13_perempuan,jumlah_kirim,ptk,pegawai,pd,pd_laki,pd_perempuan,before_ruang_kelas,after_ruang_kelas,before_ruang_perpus,after_ruang_perpus,before_ruang_lab,after_ruang_lab,before_ruang_praktik,after_ruang_praktik,before_ruang_pimpinan,after_ruang_pimpinan,before_ruang_guru,after_ruang_guru,before_ruang_ibadah,after_ruang_ibadah,before_ruang_uks,after_ruang_uks,before_toilet,after_toilet,before_gudang,after_gudang,before_ruang_sirkulasi,after_ruang_sirkulasi,before_tempat_bermain_olahraga,after_tempat_bermain_olahraga,before_ruang_tu,after_ruang_tu,before_ruang_konseling,after_ruang_konseling,before_ruang_osis,after_ruang_osis,before_bangunan,after_bangunan,identitas_valid,ptk_valid,pd_valid,prasarana_valid,total_valid,sekolah_id,semester_id,sumber_air,sumber_air_minum,kecukupan_air_bersih,jamban_kk,tipe_jamban,jml_hari_cuci_tangan,jml_wastafel,jml_wastafel_rusak,air_mengalir_wastafel,memiliki_drainase,menguras_tangki_septik
Kab. Badung,Kec. Kuta Selatan,SLB D YPAC CABANG BALI-TKSDSMP,10,4,1,1,0,0,1,0,0,2,3,8,1,1,1,3,1,0,3,1,0,0,0,2,0,0,2,2,4,3,0,1,3,3,2,0,3,1,0,0,9,11,2,35,19,16,11,11,1,1,1,1,0,0,1,1,1,1,1,1,1,1,3,3,1,1,1,1,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
Kab. Badung,Kec. Kuta Selatan,SLB Negeri 1 Badung,49,20,23,22,12,0,23,25,17,25,10,20,11,9,12,4,6,3,12,7,8,9,7,3,13,5,16,9,16,4,19,11,16,12,17,10,14,10,0,0,29,30,20,245,157,88,52,52,1,1,0,0,0,0,1,1,4,4,1,1,1,1,8,8,4,4,1,1,1,1,1,1,2,2,1,1,35,35,,,,,,,,,,,,,,,,,,
Kab. Bangli,Kec. Bangli,SLB NEGERI 1 BANGLI,51,20,1,1,1,0,0,2,5,3,15,22,11,11,7,5,14,3,5,6,7,5,1,6,9,5,14,9,11,6,11,5,11,3,3,5,3,2,0,0,15,37,22,156,96,60,24,24,1,1,1,1,0,0,1,1,0,0,0,0,0,0,12,12,0,0,0,0,0,0,1,1,0,0,0,0,6,6,,,,,,,,,,,,,,,,,,
Kab. Buleleng,Kec. Buleleng,SLB NEGERI 1 BULELENG,31,26,27,26,2,0,24,4,11,26,13,19,2,5,12,2,7,6,7,3,8,4,7,2,4,7,10,11,8,4,10,5,5,5,4,1,8,3,0,0,14,32,7,143,90,53,26,26,1,1,1,1,0,0,1,1,1,1,0,0,1,1,25,25,1,1,0,0,0,0,1,1,0,0,1,1,15,15,,,,,,,,,,,,,,,,,,
Kab. Buleleng,Kec. Buleleng,SLB NEGERI 2 BULELENG,35,10,1,2,2,0,1,2,6,0,13,18,4,9,4,8,12,6,15,5,4,5,7,2,11,9,11,7,13,3,15,3,8,0,6,2,7,2,0,0,17,31,13,165,113,52,17,17,0,0,0,0,0,0,1,1,1,1,1,1,1,1,10,10,1,1,0,0,0,0,1,1,1,1,1,1,10,10,,,,,,,,,,,,,,,,,,
Kab. Gianyar,Kec. Gianyar,SLB NEGERI 1 GIANYAR,67,18,1,1,2,0,0,3,6,2,14,26,9,5,11,8,5,8,9,7,18,8,12,9,19,11,19,10,6,14,13,5,12,6,12,8,10,7,0,0,17,40,14,247,146,101,28,28,1,1,0,0,0,0,1,1,1,1,0,0,1,1,12,12,0,0,0,0,0,0,1,1,0,0,0,0,8,8,,,,,,,,,,,,,,,,,,
Kab. Jembrana,Kec. Negara,SLB NEGERI 1 JEMBRANA,40,13,18,21,14,0,18,18,42,27,10,13,6,7,9,5,14,4,12,8,13,8,7,1,14,5,17,9,10,6,9,3,7,6,8,4,8,5,0,0,13,23,13,192,128,64,16,16,1,1,1,1,0,0,1,1,3,3,1,1,1,1,9,9,0,0,0,0,0,0,2,2,0,0,0,0,8,8,,,,,,,,,,,,,,,,,,
Kab. Karangasem,Kec. Karangasem,SLB NEGERI 1 KARANGASEM,51,17,12,12,15,0,16,2,17,11,19,16,5,10,9,3,9,3,12,13,4,5,9,7,11,9,16,7,10,6,11,3,4,5,4,5,8,3,0,0,22,35,15,176,107,69,25,25,2,2,1,1,0,0,1,1,1,1,1,1,1,1,13,13,1,1,0,0,0,0,1,1,0,0,0,0,13,13,,,,,,,,,,,,,,,,,,
Kab. Klungkung,Kec. Klungkung,SLB NEGERI 1 KLUNGKUNG,44,16,1,3,3,0,1,3,4,1,12,17,5,7,18,9,5,6,15,3,7,1,2,2,10,6,15,7,9,6,6,4,10,3,3,3,7,4,0,0,34,29,12,161,107,54,6,6,1,1,1,1,0,0,1,1,1,1,1,1,0,0,10,10,0,0,0,0,0,0,1,1,0,0,0,0,8,8,,,,,,,,,,,,,,,,,,
Kab. Tabanan,Kec. Kerambitan,SLB C KEMALA BHAYANGKARI,12,2,0,1,0,0,0,0,4,0,4,3,1,1,5,2,6,1,4,5,5,4,3,0,3,1,5,4,11,1,10,5,7,3,8,4,6,3,0,0,28,7,2,106,73,33,12,12,1,1,0,0,0,0,1,1,1,1,0,0,1,1,4,4,2,2,0,0,1,1,1,1,1,1,0,0,6,6,,,,,,,,,,,,,,,,,,
