kabupaten/kota,kecamatan,sekolah,rombel,guru_kelas,guru_matematika,guru_bahasa_indonesia,guru_bahasa_inggris,guru_sejarah_indonesia,guru_pkn,guru_penjaskes,guru_agama_budi_pekerti,guru_seni_budaya,ptk_laki,ptk_perempuan,pegawai_laki,pegawai_perempuan,pd_kelas_1_laki,pd_kelas_1_perempuan,pd_kelas_2_laki,pd_kelas_2_perempuan,pd_kelas_3_laki,pd_kelas_3_perempuan,pd_kelas_4_laki,pd_kelas_4_perempuan,pd_kelas_5_laki,pd_kelas_5_perempuan,pd_kelas_6_laki,pd_kelas_6_perempuan,pd_kelas_7_laki,pd_kelas_7_perempuan,pd_kelas_8_laki,pd_kelas_8_perempuan,pd_kelas_9_laki,pd_kelas_9_perempuan,pd_kelas_10_laki,pd_kelas_10_perempuan,pd_kelas_11_laki,pd_kelas_11_perempuan,pd_kelas_12_laki,pd_kelas_12_perempuan,pd_kelas_13_laki,pd_kelas_13_perempuan,jumlah_kirim,ptk,pegawai,pd,pd_laki,pd_perempuan,before_ruang_kelas,after_ruang_kelas,before_ruang_perpus,after_ruang_perpus,before_ruang_lab,after_ruang_lab,before_ruang_praktik,after_ruang_praktik,before_ruang_pimpinan,after_ruang_pimpinan,before_ruang_guru,after_ruang_guru,before_ruang_ibadah,after_ruang_ibadah,before_ruang_uks,after_ruang_uks,before_toilet,after_toilet,before_gudang,after_gudang,before_ruang_sirkulasi,after_ruang_sirkulasi,before_tempat_bermain_olahraga,after_tempat_bermain_olahraga,before_ruang_tu,after_ruang_tu,before_ruang_konseling,after_ruang_konseling,before_ruang_osis,after_ruang_osis,before_bangunan,after_bangunan,identitas_valid,ptk_valid,pd_valid,prasarana_valid,total_valid,sekolah_id,semester_id,sumber_air,sumber_air_minum,kecukupan_air_bersih,jamban_kk,tipe_jamban,jml_hari_cuci_tangan,jml_wastafel,jml_wastafel_rusak,air_mengalir_wastafel,memiliki_drainase,menguras_tangki_septik
Kab. Bengkulu Selatan,Kec. Manna,SLBN 01 Bengkulu Selatan,27,27,12,13,2,0,9,2,6,10,8,25,2,6,12,8,11,5,5,4,2,3,5,4,7,4,11,5,12,7,4,6,8,0,7,2,4,2,0,0,32,33,8,138,88,50,27,27,1,0,0,0,0,0,1,1,2,2,1,1,1,0,8,8,2,2,0,0,0,0,1,0,0,0,0,0,23,18,,,,,,,,,,,,,,,,,,
Kab. Bengkulu Tengah,Kec. Talang Empat,SLBN 1 BENGKULU TENGAH,12,7,0,0,0,0,0,1,2,0,1,9,1,3,3,2,2,2,1,4,4,0,4,0,1,0,2,0,4,0,1,0,0,1,0,0,1,0,0,0,12,10,4,32,23,9,12,12,1,1,0,0,0,0,1,1,1,1,0,0,0,0,6,6,1,1,0,0,0,0,1,1,0,0,0,0,10,10,,,,,,,,,,,,,,,,,,
Kab. Bengkulu Utara,Kec. Arga Makmur,SLBN 1  BENGKULU UTARA,20,20,0,0,2,0,0,2,6,9,7,18,0,5,9,5,0,4,6,5,2,4,5,3,7,0,3,5,4,5,4,1,0,0,6,8,2,1,0,0,27,25,5,89,48,41,23,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,18,18,,,,,,,,,,,,,,,,,,
Kab. Kaur,Kec. Kaur Utara,SLBN 1 KAUR,13,12,0,0,0,0,0,0,0,0,4,9,7,0,1,0,1,0,2,0,1,0,1,0,1,0,5,1,1,0,10,2,10,7,1,1,2,3,0,0,21,13,7,50,36,14,13,13,2,2,0,0,0,0,1,1,2,2,0,0,2,2,9,9,3,3,0,0,0,0,1,1,0,0,0,0,20,20,,,,,,,,,,,,,,,,,,
Kab. Kepahiang,Kec. Kepahiang,SLBN 1 KEPAHIANG,13,13,0,0,1,0,0,0,4,0,5,9,0,3,8,3,7,5,4,4,4,3,1,5,5,4,10,4,1,3,1,1,3,1,1,1,0,1,0,0,16,14,3,80,45,35,9,9,1,1,1,1,0,0,1,1,1,1,0,0,1,1,3,7,0,1,0,0,0,0,1,1,0,0,0,0,8,8,,,,,,,,,,,,,,,,,,
Kab. Lebong,Kec. Lebong Sakti,SLBN  1 LEBONG,31,8,0,1,0,0,1,1,3,3,3,8,2,3,2,1,6,2,4,2,2,1,5,1,1,2,7,4,4,3,3,0,0,0,3,2,1,2,0,0,13,11,5,58,38,20,11,11,1,1,1,1,0,0,1,1,1,1,0,0,1,1,14,14,0,0,0,0,0,0,1,1,0,0,0,0,17,17,,,,,,,,,,,,,,,,,,
Kab. Mukomuko,Kec. Kota Mukomuko,SLBN  1 MUKOMUKO,17,15,0,0,1,0,1,12,11,0,3,12,1,4,6,6,4,2,2,1,8,5,3,3,3,4,1,0,1,1,1,3,0,0,5,1,0,0,0,0,32,15,5,60,34,26,17,17,1,1,0,0,0,0,1,1,1,1,0,0,0,0,6,6,0,0,0,0,0,0,1,1,0,0,0,0,13,13,,,,,,,,,,,,,,,,,,
Kab. Mukomuko,Kec. XIV Koto,SLB NEGERI 2 MUKOMUKO,7,6,0,1,0,0,0,1,1,0,1,6,2,2,3,2,0,0,4,1,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11,7,4,17,10,7,6,6,1,1,0,0,0,0,1,1,1,1,1,1,1,1,4,4,1,1,0,0,0,0,1,1,1,1,1,1,10,9,,,,,,,,,,,,,,,,,,
Kab. Rejang Lebong,Kec. Curup Selatan,SLBN 1 REJANG LEBONG,32,13,0,0,0,0,0,2,0,0,4,17,5,3,20,6,12,7,10,9,14,9,3,6,6,3,3,4,1,7,9,2,5,4,2,2,5,4,0,0,47,21,8,153,90,63,15,15,1,1,0,0,0,0,1,1,2,2,0,0,1,1,6,6,1,1,0,0,0,0,0,0,0,0,0,0,17,17,,,,,,,,,,,,,,,,,,
Kab. Seluma,Kec. Seluma Selatan,SLBN 1 SELUMA,18,12,1,0,0,0,0,0,0,0,2,9,3,1,2,2,3,1,1,2,2,4,1,4,5,4,5,5,2,1,2,5,3,6,4,2,2,1,0,0,48,11,4,69,32,37,9,9,1,1,0,0,1,1,1,1,1,1,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,13,13,,,,,,,,,,,,,,,,,,
