kabupaten/kota,kecamatan,sekolah,rombel,guru_kelas,guru_matematika,guru_bahasa_indonesia,guru_bahasa_inggris,guru_sejarah_indonesia,guru_pkn,guru_penjaskes,guru_agama_budi_pekerti,guru_seni_budaya,ptk_laki,ptk_perempuan,pegawai_laki,pegawai_perempuan,pd_kelas_1_laki,pd_kelas_1_perempuan,pd_kelas_2_laki,pd_kelas_2_perempuan,pd_kelas_3_laki,pd_kelas_3_perempuan,pd_kelas_4_laki,pd_kelas_4_perempuan,pd_kelas_5_laki,pd_kelas_5_perempuan,pd_kelas_6_laki,pd_kelas_6_perempuan,pd_kelas_7_laki,pd_kelas_7_perempuan,pd_kelas_8_laki,pd_kelas_8_perempuan,pd_kelas_9_laki,pd_kelas_9_perempuan,pd_kelas_10_laki,pd_kelas_10_perempuan,pd_kelas_11_laki,pd_kelas_11_perempuan,pd_kelas_12_laki,pd_kelas_12_perempuan,pd_kelas_13_laki,pd_kelas_13_perempuan,jumlah_kirim,ptk,pegawai,pd,pd_laki,pd_perempuan,before_ruang_kelas,after_ruang_kelas,before_ruang_perpus,after_ruang_perpus,before_ruang_lab,after_ruang_lab,before_ruang_praktik,after_ruang_praktik,before_ruang_pimpinan,after_ruang_pimpinan,before_ruang_guru,after_ruang_guru,before_ruang_ibadah,after_ruang_ibadah,before_ruang_uks,after_ruang_uks,before_toilet,after_toilet,before_gudang,after_gudang,before_ruang_sirkulasi,after_ruang_sirkulasi,before_tempat_bermain_olahraga,after_tempat_bermain_olahraga,before_ruang_tu,after_ruang_tu,before_ruang_konseling,after_ruang_konseling,before_ruang_osis,after_ruang_osis,before_bangunan,after_bangunan,identitas_valid,ptk_valid,pd_valid,prasarana_valid,total_valid,sekolah_id,semester_id,sumber_air,sumber_air_minum,kecukupan_air_bersih,jamban_kk,tipe_jamban,jml_hari_cuci_tangan,jml_wastafel,jml_wastafel_rusak,air_mengalir_wastafel,memiliki_drainase,menguras_tangki_septik
Kab. Asahan,Kec. Kisaran Timur,SLB Negeri Asahan,28,10,0,0,0,0,0,1,0,0,3,8,1,3,6,8,8,2,5,2,8,4,15,8,12,6,6,5,6,0,0,0,0,0,1,1,0,0,0,0,44,11,4,103,67,36,10,10,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,
Kab. Asahan,Kec. Kisaran Timur,SLB SWASTA DAARUS SALAM ASAHAN,23,8,0,0,1,0,0,2,0,0,1,8,0,2,10,2,3,2,2,1,7,6,5,5,0,2,3,3,0,0,1,1,3,6,3,6,6,1,0,0,22,9,2,78,43,35,3,3,0,0,0,0,0,0,1,1,1,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,,,,,,,,,,,,,,,,,,
Kab. Asahan,Kec. Pulo Bandring,SEKOLAH LUAR BIASA (SLB) SWASTA OSAKALI ASAHAN,24,5,0,2,0,0,0,0,0,0,1,4,0,2,1,0,4,6,4,3,1,0,0,2,7,3,10,6,5,5,5,1,14,6,1,2,3,1,0,0,18,5,2,90,55,35,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
Kab. Batu Bara,Kec. Air Putih,SLB NEGERI BATUBARA,28,28,0,1,1,0,1,0,2,0,10,20,3,13,10,6,8,7,3,6,12,7,7,7,14,5,10,6,8,5,11,9,9,8,4,5,5,7,0,0,22,30,16,179,101,78,26,26,1,1,0,0,1,1,1,1,1,1,1,1,1,1,3,3,2,2,0,0,1,1,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
Kab. Dairi,Kec. Sidikalang,SLB Negeri Sidikalang,9,7,0,0,1,0,0,7,5,0,0,7,3,0,6,2,3,0,0,1,1,0,1,2,1,1,1,0,2,3,1,0,0,0,0,0,0,0,0,0,28,7,3,25,16,9,11,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,7,7,,,,,,,,,,,,,,,,,,
Kab. Deli Serdang,Kec. Hamparan Perak,SLB SWASTA SYAFIQ,25,5,0,0,0,0,0,0,0,0,1,8,1,2,5,6,3,0,4,4,2,3,5,1,4,2,7,5,3,2,0,1,0,1,0,0,0,0,0,0,7,9,3,58,33,25,5,5,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
Kab. Deli Serdang,Kec. Lubuk Pakam,SLB Negeri Deliserdang,18,13,0,0,0,0,0,1,4,1,2,15,0,3,3,11,7,3,5,3,16,4,2,4,11,8,8,5,9,6,0,0,2,0,2,0,0,0,0,0,23,17,3,109,65,44,8,8,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,,,,,,,,,,,,,,,,,,
Kab. Deli Serdang,Kec. Pancur Batu,SLB C Karya Tulus,14,14,0,0,0,0,0,0,0,0,1,13,0,1,2,0,9,1,5,2,2,1,2,1,5,4,6,10,9,7,7,11,7,5,3,4,5,6,0,0,31,14,1,114,62,52,15,15,1,1,0,0,0,0,1,1,1,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
Kab. Deli Serdang,Kec. Pancur Batu,SLB TUNAS HARAPAN MANDIRI,12,7,0,0,0,0,0,0,2,0,1,2,1,0,4,1,15,8,1,8,10,6,13,2,10,1,8,7,6,6,4,3,7,2,1,2,2,3,0,0,5,3,1,130,81,49,10,10,1,1,0,0,0,0,0,0,1,1,0,0,1,1,4,4,0,0,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
Kab. Deli Serdang,Kec. Percut Sei Tuan,SLB ABC MELATI AISYIAH DELISERDANG,26,12,0,0,0,0,0,1,6,0,1,13,0,1,23,6,15,7,10,5,7,2,11,3,3,9,6,6,6,4,6,3,2,3,1,0,5,1,0,0,29,14,1,144,95,49,12,12,1,1,0,1,0,0,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
