kabupaten/kota,kecamatan,sekolah,rombel,guru_kelas,guru_matematika,guru_bahasa_indonesia,guru_bahasa_inggris,guru_sejarah_indonesia,guru_pkn,guru_penjaskes,guru_agama_budi_pekerti,guru_seni_budaya,ptk_laki,ptk_perempuan,pegawai_laki,pegawai_perempuan,pd_kelas_1_laki,pd_kelas_1_perempuan,pd_kelas_2_laki,pd_kelas_2_perempuan,pd_kelas_3_laki,pd_kelas_3_perempuan,pd_kelas_4_laki,pd_kelas_4_perempuan,pd_kelas_5_laki,pd_kelas_5_perempuan,pd_kelas_6_laki,pd_kelas_6_perempuan,pd_kelas_7_laki,pd_kelas_7_perempuan,pd_kelas_8_laki,pd_kelas_8_perempuan,pd_kelas_9_laki,pd_kelas_9_perempuan,pd_kelas_10_laki,pd_kelas_10_perempuan,pd_kelas_11_laki,pd_kelas_11_perempuan,pd_kelas_12_laki,pd_kelas_12_perempuan,pd_kelas_13_laki,pd_kelas_13_perempuan,jumlah_kirim,ptk,pegawai,pd,pd_laki,pd_perempuan,before_ruang_kelas,after_ruang_kelas,before_ruang_perpus,after_ruang_perpus,before_ruang_lab,after_ruang_lab,before_ruang_praktik,after_ruang_praktik,before_ruang_pimpinan,after_ruang_pimpinan,before_ruang_guru,after_ruang_guru,before_ruang_ibadah,after_ruang_ibadah,before_ruang_uks,after_ruang_uks,before_toilet,after_toilet,before_gudang,after_gudang,before_ruang_sirkulasi,after_ruang_sirkulasi,before_tempat_bermain_olahraga,after_tempat_bermain_olahraga,before_ruang_tu,after_ruang_tu,before_ruang_konseling,after_ruang_konseling,before_ruang_osis,after_ruang_osis,before_bangunan,after_bangunan,identitas_valid,ptk_valid,pd_valid,prasarana_valid,total_valid,sekolah_id,semester_id,sumber_air,sumber_air_minum,kecukupan_air_bersih,jamban_kk,tipe_jamban,jml_hari_cuci_tangan,jml_wastafel,jml_wastafel_rusak,air_mengalir_wastafel,memiliki_drainase,menguras_tangki_septik
Kab. Bengkayang,Kec. Bengkayang,SLB NEGERI ADIL KA TALINO,11,10,10,10,5,0,10,10,29,0,4,6,1,1,1,0,4,0,6,1,8,3,1,2,5,2,6,4,6,6,6,4,3,7,0,1,0,0,0,0,17,10,2,76,46,30,6.0,6,2.0,2,0.0,0,0.0,0,1.0,1,1.0,1,0.0,0,0.0,0,7.0,7,1.0,1,0.0,0,0.0,0,1.0,1,1.0,1,0.0,0,4.0,4,,,,,,,,,,,,,,,,,,
Kab. Bengkayang,Kec. Jagoi Babang,SLBN NUSAK JAGOI BABANG,9,7,0,1,0,0,0,0,5,0,2,5,1,0,2,0,3,1,5,2,2,1,2,3,8,4,0,1,1,1,0,0,0,0,1,2,0,0,0,0,7,7,1,39,24,15,7.0,7,1.0,1,0.0,0,0.0,0,1.0,1,1.0,1,1.0,1,1.0,1,5.0,5,1.0,1,0.0,0,0.0,0,1.0,1,1.0,1,1.0,1,1.0,1,,,,,,,,,,,,,,,,,,
Kab. Kapuas Hulu,Kec. Putussibau Selatan,SLB N 25 KEDAMIN HILIR,12,5,0,0,0,0,0,0,0,0,1,4,1,2,6,0,0,2,3,4,1,1,3,1,3,1,4,1,5,1,6,3,7,3,8,0,4,1,0,0,3,5,3,68,50,18,11.0,11,0.0,0,1.0,1,0.0,0,1.0,1,1.0,1,0.0,0,1.0,1,4.0,4,1.0,1,0.0,0,0.0,0,1.0,1,1.0,1,0.0,0,1.0,1,,,,,,,,,,,,,,,,,,
Kab. Kayong Utara,Kec. Sukadana,SLB SUKADANA,11,5,0,0,1,0,1,1,1,0,3,6,1,1,5,1,3,1,2,3,2,3,1,2,0,1,1,2,2,0,1,2,0,2,4,0,0,0,0,0,11,9,2,38,21,17,7.0,7,0.0,0,0.0,0,0.0,0,1.0,1,1.0,1,0.0,0,1.0,1,6.0,6,0.0,0,0.0,0,0.0,0,1.0,1,0.0,0,0.0,0,3.0,3,,,,,,,,,,,,,,,,,,
Kab. Ketapang,Kec. Delta Pawan,SLB N KETAPANG,37,4,1,1,0,0,0,1,4,0,2,7,1,5,17,14,14,4,8,1,6,4,6,3,1,2,4,4,10,5,7,2,2,3,1,3,2,5,0,0,21,9,6,128,78,50,43.0,0,1.0,0,1.0,0,0.0,0,1.0,0,0.0,0,0.0,0,1.0,0,12.0,0,0.0,0,0.0,0,0.0,0,1.0,0,2.0,0,0.0,0,1.0,1,,,,,,,,,,,,,,,,,,
Kab. Ketapang,Kec. Matan Hilir Selatan,SLB BINA GENERASI TERPADU,8,5,0,0,0,0,0,0,0,0,0,2,3,2,0,0,1,2,0,0,1,2,2,0,1,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,3,2,5,14,7,7,4.0,4,1.0,1,0.0,0,0.0,0,1.0,1,1.0,1,0.0,0,1.0,1,1.0,1,0.0,0,0.0,0,0.0,0,1.0,1,1.0,1,0.0,0,1.0,1,,,,,,,,,,,,,,,,,,
Kab. Kubu Raya,Kec. Rasau Jaya,SLBN RASAU JAYA,24,19,1,0,0,0,0,0,2,0,6,13,2,3,3,2,3,6,2,5,4,2,0,0,10,5,7,8,3,3,0,0,4,4,4,4,4,2,0,0,10,19,5,85,44,41,23.0,23,1.0,1,1.0,1,0.0,0,1.0,1,1.0,1,1.0,1,1.0,1,7.0,7,2.0,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9.0,9,,,,,,,,,,,,,,,,,,
Kab. Kubu Raya,Kec. Sungai Kakap,SLB TARUNA JAYA,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,7,2,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,,,,,,,,,,,,,,,,,
Kab. Kubu Raya,Kec. Sungai Raya,SLB IBU BAHAGIA,9,5,0,0,0,0,0,0,0,0,1,3,1,0,0,1,1,0,5,4,1,1,1,0,4,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,5,4,1,22,15,7,8.0,9,0.0,0,0.0,0,0.0,0,1.0,1,1.0,1,0.0,0,0.0,0,2.0,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1,,,,,,,,,,,,,,,,,,
Kab. Landak,Kec. Ngabang,SLB NEGERI NGABANG,13,7,1,2,1,0,3,4,7,3,6,8,1,0,10,5,5,2,6,2,7,0,6,1,2,3,1,3,4,0,0,1,3,0,1,1,2,3,0,0,5,14,1,68,47,21,12.0,12,1.0,1,0.0,0,0.0,0,1.0,1,1.0,1,0.0,0,1.0,1,6.0,6,0.0,0,0.0,0,0.0,0,1.0,1,0.0,0,0.0,0,6.0,6,,,,,,,,,,,,,,,,,,
